Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,phys_pos,Name,R_1,R_2,RRR_1,RRR_2
RB.A12,MB.B29L2,1960.3707,EXT,R,B,ODD,31,31,LBBRA.29L2,LBBRA_29L2,B28L2_1,DCBB.29L2.R,MB.C28L2,MB.B29L2,3,1990.3307,1952.5407,B28L2,1,31,94,B29L2,1.77,3.28,96.7853954664714,67.87449965452625
RB.A12,MB.A29L2,1976.0307,EXT,R,A,EVEN,48,125,LBARB.29L2,LBARB_29L2,B29L2_1,DCBB.29L2.L,MB.C29L2,MB.A29L2,2,1936.8807,1968.2007,B29L2,1,126,95,A29L2,3.140000000000001,3.140000000000001,70.26040277030548,70.26040277030548
RB.A12,MB.C28L2,1998.1607,EXT,R,B,ODD,30,30,LBBRA.28L2,LBBRA_28L2,B28L2_0,DCBB.B28L2.R,MB.A28L2,MB.C28L2,2,2021.6507,1990.3307,B28L2,0,30,96,C28L2,1.6999999999999995,3.28,101.106504622535,67.87449965452625
RB.A12,MB.B28L2,2013.8207,EXT,R,A,EVEN,49,126,LBARA.28L2,LBARA_28L2,B29L2_2,DCBB.B28L2.L,MB.A29L2,MB.B28L2,3,1968.2007,2005.9907,B29L2,2,127,97,B28L2,3.2799999999999474,2.45,68.32892020652831,79.59538110746324
RB.A12,MB.A28L2,2029.4807,EXT,R,B,ODD,29,29,LBBRD.28L2,LBBRD_28L2,B26L2_2,DCBB.A28L2.R,MB.B27L2,MB.A28L2,3,2059.4407,2021.6507,B26L2,2,29,98,A28L2,3.2799999999999474,2.560000000000002,68.32892020652831,77.8634517336402
RB.A12,MB.C27L2,2051.6107,EXT,R,A,EVEN,50,127,LBARA.27L2,LBARA_27L2,B27L2_0,DCBQ.27L2.L,MB.B28L2,MB.C27L2,3,2005.9907,2043.7807,B27L2,0,128,99,C27L2,2.5,3.2400000000000007,78.792057073657,67.59410659048159
RB.A12,MB.B27L2,2067.2707,EXT,R,B,ODD,28,28,LBBRA.27L2,LBBRA_27L2,B26L2_1,DCBB.27L2.R,MB.C26L2,MB.B27L2,3,2097.2307,2059.4407,B26L2,1,28,100,B27L2,1.75,1.68,96.83501939690876,100.45740439836791
RB.A12,MB.A27L2,2082.9307,EXT,R,A,EVEN,51,128,LBARB.27L2,LBARB_27L2,B27L2_1,DCBB.27L2.L,MB.C27L2,MB.A27L2,2,2043.7807,2075.1007,B27L2,1,129,101,A27L2,3.2799999999999474,2.45,68.32892020652831,79.59538110746324
RB.A12,MB.C26L2,2105.0607,EXT,R,B,ODD,27,27,LBBRA.26L2,LBBRA_26L2,B26L2_0,DCBB.B26L2.R,MB.A26L2,MB.C26L2,2,2128.5507,2097.2307,B26L2,0,27,102,C26L2,2.45,2.45,79.59538110746324,79.59538110746324
RB.A12,MB.B26L2,2120.7207,EXT,R,A,EVEN,52,129,LBARA.26L2,LBARA_26L2,B27L2_2,DCBB.A26L2.L,MB.A27L2,MB.B26L2,3,2075.1007,2112.8907,B27L2,2,130,103,B26L2,1.77,1.75,96.7853954664714,96.83501939690876
RB.A12,MB.A26L2,2136.3807,EXT,R,B,ODD,26,26,LBBRD.26L2,LBBRD_26L2,B24L2_2,DCBB.A26L2.R,MB.B25L2,MB.A26L2,3,2166.3407,2128.5507,B24L2,2,26,104,A26L2,1.77,1.75,96.7853954664714,96.83501939690876
RB.A12,MB.C25L2,2158.5107,EXT,R,A,EVEN,53,130,LBARA.25L2,LBARA_25L2,B25L2_0,DCBQ.25L2.L,MB.B26L2,MB.C25L2,3,2112.8907,2150.6807,B25L2,0,131,105,C25L2,3.28,2.45,67.87449965452625,79.59538110746324
RB.A12,MB.B25L2,2174.1707,EXT,R,B,ODD,25,25,LBBRA.25L2,LBBRA_25L2,B24L2_1,DCBB.25L2.R,MB.C24L2,MB.B25L2,3,2204.1307,2166.3407,B24L2,1,25,106,B25L2,3.2799999999999474,1.75,68.32892020652831,96.83501939690876
RB.A12,MB.A25L2,2189.8307,EXT,R,A,EVEN,54,131,LBARB.25L2,LBARB_25L2,B25L2_1,DCBB.25L2.L,MB.C25L2,MB.A25L2,2,2150.6807,2182.0007,B25L2,1,132,107,A25L2,3.2799999999999474,2.45000000000002,68.32892020652831,79.61488134911514
RB.A12,MB.C24L2,2211.9607,EXT,R,B,ODD,24,24,LBBRA.24L2,LBBRA_24L2,B24L2_0,DCBB.B24L2.R,MB.A24L2,MB.C24L2,2,2235.4507,2204.1307,B24L2,0,24,108,C24L2,1.77,1.77,96.7853954664714,96.7853954664714
RB.A12,MB.B24L2,2227.6207,EXT,R,A,EVEN,55,132,LBARA.24L2,LBARA_24L2,B25L2_2,DCBB.B24L2.L,MB.A25L2,MB.B24L2,3,2182.0007,2219.7907,B25L2,2,133,109,B24L2,2.5,2.45,78.792057073657,79.59538110746324
RB.A12,MB.A24L2,2243.2807,EXT,R,B,ODD,23,23,LBBRD.24L2,LBBRD_24L2,B22L2_2,DCBB.A24L2.R,MB.B23L2,MB.A24L2,3,2273.2407,2235.4507,B22L2,2,23,110,A24L2,1.68,2.45,99.6525631876629,79.59538110746324
RB.A12,MB.C23L2,2265.4107,EXT,R,A,EVEN,56,133,LBARA.23L2,LBARA_23L2,B23L2_0,DCBQ.23L2.L,MB.B24L2,MB.C23L2,3,2219.7907,2257.5807,B23L2,0,134,111,C23L2,1.92,3.2400000000000007,92.00434744749462,66.94333085452014
RB.A12,MB.B23L2,2281.0707,EXT,R,B,ODD,22,22,LBBRA.23L2,LBBRA_23L2,B22L2_1,DCBB.23L2.R,MB.C22L2,MB.B23L2,3,2311.0307,2273.2407,B22L2,1,22,112,B23L2,3.2099999999999995,1.75,68.37476174248951,96.83501939690876
RB.A12,MB.A23L2,2296.7307,EXT,R,A,EVEN,57,134,LBARB.23L2,LBARB_23L2,B23L2_1,DCBB.23L2.L,MB.C23L2,MB.A23L2,2,2257.5807,2288.9007,B23L2,1,135,113,A23L2,3.03,3.03,71.53341464630975,71.53341464630975
RB.A12,MB.C22L2,2318.8607,EXT,R,B,ODD,21,21,LBBRA.22L2,LBBRA_22L2,B22L2_0,DCBB.B22L2.R,MB.A22L2,MB.C22L2,2,2342.3507,2311.0307,B22L2,0,21,114,C22L2,3.2799999999999474,2.45,68.32892020652831,79.59538110746324
RB.A12,MB.B22L2,2334.5207,EXT,R,A,EVEN,58,135,LBARA.22L2,LBARA_22L2,B23L2_2,DCBB.B22L2.L,MB.A23L2,MB.B22L2,3,2288.9007,2326.6907,B23L2,2,136,115,B22L2,2.45,2.45,79.59538110746324,79.59538110746324
RB.A12,MB.A22L2,2350.1807,EXT,R,B,ODD,20,20,LBBRD.22L2,LBBRD_22L2,B20L2_2,DCBB.A22L2.R,MB.B21L2,MB.A22L2,3,2380.1407,2342.3507,B20L2,2,20,116,A22L2,3.2799999999999474,1.75,68.32892020652831,96.83501939690876
RB.A12,MB.C21L2,2372.3107,EXT,R,A,EVEN,59,136,LBARA.21L2,LBARA_21L2,B21L2_0,DCBQ.21L2.L,MB.B22L2,MB.C21L2,3,2326.6907,2364.4807,B21L2,0,137,117,C21L2,3.2799999999999474,3.2400000000000007,68.32892020652831,66.94333085452014
RB.A12,MB.B21L2,2387.9707,EXT,R,B,ODD,19,19,LBBRA.21L2,LBBRA_21L2,B20L2_1,DCBB.21L2.R,MB.C20L2,MB.B21L2,3,2417.9307,2380.1407,B20L2,1,19,118,B21L2,2.5,3.2400000000000007,78.792057073657,66.94333085452014
RB.A12,MB.A21L2,2403.6307,EXT,R,A,EVEN,60,137,LBARB.21L2,LBARB_21L2,B21L2_1,DCBB.21L2.L,MB.C21L2,MB.A21L2,2,2364.4807,2395.8007,B21L2,1,138,119,A21L2,3.2799999999999474,2.45,68.32892020652831,79.59538110746324
RB.A12,MB.C20L2,2425.7607,EXT,R,B,ODD,18,18,LBBRA.20L2,LBBRA_20L2,B20L2_0,DCBB.B20L2.R,MB.A20L2,MB.C20L2,2,2449.2507,2417.9307,B20L2,0,18,120,C20L2,3.400000000000001,3.400000000000001,65.45791952580721,65.45791952580721
RB.A12,MB.B20L2,2441.4207,EXT,R,A,EVEN,61,138,LBARA.20L2,LBARA_20L2,B21L2_2,DCBB.B20L2.L,MB.A21L2,MB.B20L2,3,2395.8007,2433.5907,B21L2,2,139,121,B20L2,1.75,3.2400000000000007,96.83501939690876,66.94333085452014
RB.A12,MB.A20L2,2457.0807,EXT,R,B,ODD,17,17,LBBRD.20L2,LBBRD_20L2,B18L2_2,DCBB.A20L2.R,MB.B19L2,MB.A20L2,3,2487.0407,2449.2507,B18L2,2,17,122,A20L2,3.27,1.6999999999999995,66.66732040398628,101.106504622535
RB.A12,MB.C19L2,2479.2107,EXT,R,A,EVEN,62,139,LBARA.19L2,LBARA_19L2,B19L2_0,DCBQ.19L2.L,MB.B20L2,MB.C19L2,3,2433.5907,2471.3807,B19L2,0,140,123,C19L2,3.27,3.02,66.66732040398628,71.69505965461342
RB.A12,MB.B19L2,2494.8707,EXT,R,B,ODD,16,16,LBBRA.19L2,LBBRA_19L2,B18L2_1,DCBB.19L2.R,MB.C18L2,MB.B19L2,3,2524.8307,2487.0407,B18L2,1,16,124,B19L2,3.2799999999999474,1.85,68.32892020652831,94.10394295985525
RB.A12,MB.A19L2,2510.5307,EXT,R,A,EVEN,63,140,LBARB.19L2,LBARB_19L2,B19L2_1,DCBB.19L2.L,MB.C19L2,MB.A19L2,2,2471.3807,2502.7007,B19L2,1,141,125,A19L2,3.2099999999999995,2.560000000000002,68.37476174248951,77.8634517336402
RB.A12,MB.C18L2,2532.6607,EXT,R,B,ODD,15,15,LBBRA.18L2,LBBRA_18L2,B18L2_0,DCBB.B18L2.R,MB.A18L2,MB.C18L2,2,2556.1507,2524.8307,B18L2,0,15,126,C18L2,1.6999999999999995,1.68,101.106504622535,100.45740439836791
RB.A12,MB.B18L2,2548.3207,EXT,R,A,EVEN,64,141,LBARA.18L2,LBARA_18L2,B19L2_2,DCBB.B18L2.L,MB.A19L2,MB.B18L2,3,2502.7007,2540.4907,B19L2,2,142,127,B18L2,2.5,3.2400000000000007,78.792057073657,66.94333085452014
RB.A12,MB.A18L2,2563.9807,EXT,R,B,ODD,14,14,LBBRD.18L2,LBBRD_18L2,B16L2_2,DCBB.A18L2.R,MB.B17L2,MB.A18L2,3,2593.9407,2556.1507,B16L2,2,14,128,A18L2,2.5,2.5,78.792057073657,78.792057073657
RB.A12,MB.C17L2,2586.1107,EXT,R,A,EVEN,65,142,LBARA.17L2,LBARA_17L2,B17L2_0,DCBQ.17L2.L,MB.B18L2,MB.C17L2,3,2540.4907,2578.2807,B17L2,0,143,129,C17L2,3.2099999999999995,3.2400000000000007,68.37476174248951,66.94333085452014
RB.A12,MB.B17L2,2601.7707,EXT,R,B,ODD,13,13,LBBRA.17L2,LBBRA_17L2,B16L2_1,DCBB.17L2.R,MB.C16L2,MB.B17L2,3,2631.7307,2593.9407,B16L2,1,13,130,B17L2,3.27,1.6999999999999995,66.66732040398628,101.106504622535
RB.A12,MB.A17L2,2617.4307,EXT,R,A,EVEN,66,143,LBARB.17L2,LBARB_17L2,B17L2_1,DCBB.17L2.L,MB.C17L2,MB.A17L2,2,2578.2807,2609.6007,B17L2,1,144,131,A17L2,1.68,2.45,99.6525631876629,79.59538110746324
RB.A12,MB.C16L2,2639.5607,EXT,R,B,ODD,12,12,LBBRA.16L2,LBBRA_16L2,B16L2_0,DCBB.B16L2.R,MB.A16L2,MB.C16L2,2,2663.0507,2631.7307,B16L2,0,12,132,C16L2,3.19,2.400000000000002,69.08204078566787,80.42197475066784
RB.A12,MB.B16L2,2655.2207,EXT,R,A,EVEN,67,144,LBARA.16L2,LBARA_16L2,B17L2_2,DCBB.B16L2.L,MB.A17L2,MB.B16L2,3,2609.6007,2647.3907,B17L2,2,145,133,B16L2,3.16,1.75,70.07018630242422,96.83501939690876
RB.A12,MB.A16L2,2670.8807,EXT,R,B,ODD,11,11,LBBRD.16L2,LBBRD_16L2,B14L2_2,DCBB.A16L2.R,MB.B15L2,MB.A16L2,3,2700.8407,2663.0507,B14L2,2,11,134,A16L2,1.68,2.45,99.6525631876629,79.59538110746324
RB.A12,MB.C15L2,2693.0107,EXT,R,A,EVEN,68,145,LBARA.15L2,LBARA_15L2,B15L2_0,DCBQ.15L2.L,MB.B16L2,MB.C15L2,3,2647.3907,2685.1807,B15L2,0,146,135,C15L2,3.16,3.02,70.07018630242422,71.69505965461342
RB.A12,MB.B15L2,2708.6707,EXT,R,B,ODD,10,10,LBBRA.15L2,LBBRA_15L2,B14L2_1,DCBB.15L2.R,MB.C14L2,MB.B15L2,3,2738.6307,2700.8407,B14L2,1,10,136,B15L2,2.9199999999999995,1.75,72.91920684067088,96.83501939690876
RB.A12,MB.A15L2,2724.3307,EXT,R,A,EVEN,69,146,LBARB.15L2,LBARB_15L2,B15L2_1,DCBB.15L2.L,MB.C15L2,MB.A15L2,2,2685.1807,2716.5007,B15L2,1,147,137,A15L2,3.27,1.6999999999999995,66.66732040398628,101.106504622535
RB.A12,MB.C14L2,2746.4607,EXT,R,B,ODD,9,9,LBBRA.14L2,LBBRA_14L2,B14L2_0,DCBB.B14L2.R,MB.A14L2,MB.C14L2,2,2769.9507,2738.6307,B14L2,0,9,138,C14L2,1.68,2.45,99.6525631876629,79.59538110746324
RB.A12,MB.B14L2,2762.1207,EXT,R,A,EVEN,70,147,LBARA.14L2,LBARA_14L2,B15L2_2,DCBB.B14L2.L,MB.A15L2,MB.B14L2,3,2716.5007,2754.2907,B15L2,2,148,139,B14L2,3.27,1.7300000000000002,66.66732040398628,97.7700238334445
RB.A12,MB.A14L2,2777.7807,EXT,R,B,ODD,8,8,LBBRD.14L2,LBBRD_14L2,B12L2_2,DCBB.A14L2.R,MB.B13L2,MB.A14L2,3,2807.7407,2769.9507,B12L2,2,8,140,A14L2,3.400000000000001,3.2400000000000007,65.45791952580721,67.59410659048159
RB.A12,MB.C13L2,2799.9107,EXT,R,A,EVEN,71,148,LBARA.13L2,LBARA_13L2,B13L2_0,DCBQ.13L2.L,MB.B14L2,MB.C13L2,3,2754.2907,2792.0807,B13L2,0,149,141,C13L2,1.68,3.6000000000000005,99.6525631876629,60.43712854708486
RB.A12,MB.B13L2,2815.5707,EXT,R,B,ODD,7,7,LBBRA.13L2,LBBRA_13L2,B12L2_1,DCBB.13L2.R,MB.C12L2,MB.B13L2,3,2845.5307,2807.7407,B12L2,1,7,142,B13L2,1.77,1.92,96.7853954664714,92.00434744749462
RB.A12,MB.A13L2,2831.2307,EXT,R,A,EVEN,72,149,LBARB.13L2,LBARB_13L2,B13L2_1,DCBB.13L2.L,MB.C13L2,MB.A13L2,2,2792.0807,2823.4007,B13L2,1,150,143,A13L2,3.320000000000004,3.02,66.96853432549321,71.69505965461342
RB.A12,MB.C12L2,2853.3607,EXT,R,B,ODD,6,6,LBBRA.12L2,LBBRA_12L2,B12L2_0,DCBB.B12L2.R,MB.A12L2,MB.C12L2,2,2876.8507,2845.5307,B12L2,0,6,144,C12L2,3.25,3.02,68.09926754352253,71.69505965461342
RB.A12,MB.B12L2,2869.0207,EXT,R,A,EVEN,73,150,LBARA.12L2,LBARA_12L2,B13L2_2,DCBB.A12L2.L,MB.A13L2,MB.B12L2,3,2823.4007,2861.1907,B13L2,2,151,145,B12L2,3.27,1.77,66.66732040398628,96.7853954664714
RB.A12,MB.A12L2,2884.6807,EXT,R,B,ODD,5,5,LBBRD.12L2,LBBRD_12L2,B10L2_2,DCBB.A12L2.R,MB.A11L2,MB.A12L2,4,2928.6904,2876.8507,B10L2,2,5,146,A12L2,1.6999999999999995,1.6999999999999995,101.106504622535,101.106504622535
RB.A12,MB.B11L2,2920.8604,EXT,R,A,EVEN,74,151,LBARA.11L2,LBARA_11L2,B11L2_0,DCBQ.11L2.L,MB.B12L2,MB.B11L2,4,2861.1907,2913.0304,B11L2,0,152,147,B11L2,3.2400000000000007,1.92,67.59410659048159,92.00434744749462
RB.A12,MB.A11L2,2936.5204,EXT,R,B,ODD,4,4,LBBRP.11L2,LBBRP_11L2,B10L2_1,DCBB.11L2.R,MB.A10L2,MB.A11L2,3,2967.7554,2928.6904,B10L2,1,4,148,A11L2,1.6999999999999995,3.400000000000001,101.106504622535,65.45791952580721
RB.A12,MB.B10L2,2959.9254,EXT,R,A,EVEN,75,152,LBARE.10L2,LBARE_10L2,B11L2_1,DCBQ.10L2.L,MB.B11L2,MB.B10L2,3,2913.0304,2952.0954,B11L2,1,153,149,B10L2,3.27,2.99,66.66732040398628,71.7970833568226
RB.A12,MB.A10L2,2975.5854,EXT,R,B,ODD,3,3,LBBRG.10L2,LBBRG_10L2,B10L2_0,DCBB.10L2.R,MB.A9L2,MB.A10L2,3,3008.2204,2967.7554,B10L2,0,3,150,A10L2,1.77,1.6999999999999995,96.7853954664714,101.106504622535
RB.A12,MB.B9L2,3000.3904,EXT,R,A,EVEN,76,153,LBARE.9L2,LBARE_09L2,B11L2_2,DCBQ.9L2.L,MB.B10L2,MB.B9L2,3,2952.0954,2992.5604,B11L2,2,154,151,B9L2,3.400000000000001,1.92,65.45791952580721,92.00434744749462
RB.A12,MB.A9L2,3016.0504,EXT,R,B,ODD,2,2,LBBRF.9L2,LBBRF_09L2,B8L2_1,DCBB.9L2.R,MB.A8L2,MB.A9L2,3,3047.2854,3008.2204,B8L2,1,2,152,A9L2,3.7,3.02,54.73594914052305,71.69505965461342
RB.A12,MB.B8L2,3039.4554,EXT,R,A,EVEN,77,154,LBARE.8L2,LBARE_08L2,B9L2_0,DCBQ.8L2.L,MB.B9L2,MB.B8L2,3,2992.5604,3031.6254,B9L2,0,155,153,B8L2,3.25,1.75,68.09926754352253,96.83501939690876
RB.A12,MB.A8L2,3055.1154,EXT,R,B,ODD,1,1,LBBRQ.8L2,LBBRQ_08L2,B8L2_0,DCBB.8L2.R,DFLAS.7L2.5,MB.A8L2,4,3081.6104,3047.2854,B8L2,0,1,154,A8L2,3.18,3.21,69.35436078096502,68.07622572204467
RB.A23,MB.A8R2,3609.6054,INT,L,A,EVEN,77,154,LBALE.8R2,LBALE_08R2,B8R2_0,DCBA.8R2.L,MB.A9R2,MB.A8R2,3,3640.8404,3601.7754,B8R2,0,155,1,A8R2,3.0900000000000003,3.2600000000000016,70.87720413274648,67.7519122227926
RB.A23,MB.B8R2,3625.2654,INT,L,B,ODD,1,1,LBBLF.8R2,LBBLF_08R2,B9R2_0,DCBA.8R2.R,DFLAS.7R2.5,MB.B8R2,5,3582.6104,3617.4354,B9R2,0,1,2,B8R2,3.320000000000004,2.9899999999999998,66.96853432549321,72.05491275077262
RB.A23,MB.A9R2,3648.6704,INT,L,A,EVEN,76,153,LBALE.9R2,LBALE_09R2,B10R2_2,DCBA.9R2.L,MB.A10R2,MB.A9R2,3,3681.3054,3640.8404,B10R2,2,154,3,A9R2,3.209999999999757,3.02,67.60486835724907,71.69505965461342
RB.A23,MB.B9R2,3664.3304,INT,L,B,ODD,2,2,LBBLG.9R2,LBBLG_09R2,B9R2_1,DCBA.9R2.R,MB.B8R2,MB.B9R2,3,3617.4354,3656.5004,B9R2,1,2,4,B9R2,3.209999999999757,3.2600000000000016,67.60486835724907,67.7519122227926
RB.A23,MB.A10R2,3689.1354,INT,L,A,EVEN,75,152,LBALE.10R2,LBALE_10R2,B10R2_1,DCBA.10R2.L,MB.A11R2,MB.A10R2,3,3720.3704,3681.3054,B10R2,1,153,5,A10R2,1.83,3.3000000000097947,94.32351566615596,67.44303788811109
RB.A23,MB.B10R2,3704.7954,INT,L,B,ODD,3,3,LBBLF.10R2,LBBLF_10R2,B11R2_0,DCBA.10R2.R,MB.B9R2,MB.B10R2,3,3656.5004,3696.9654,B11R2,0,3,6,B10R2,3.2400000000000126,3.3000000000000025,67.99534303947361,67.81747258741485
RB.A23,MB.A11R2,3728.2004,INT,L,A,EVEN,74,151,LBALA.11R2,LBALA_11R2,B10R2_0,DCBA.11R2.L,MB.A12R2,MB.A11R2,4,3772.2101,3720.3704,B10R2,0,152,7,A11R2,3.400000000000001,3.3100000000000125,65.45791952580721,66.6210185838169
RB.A23,MB.B11R2,3743.8604,INT,L,B,ODD,4,4,LBBLA.11R2,LBBLA_11R2,B11R2_1,DCBA.11R2.R,MB.B10R2,MB.B11R2,3,3696.9654,3736.0304,B11R2,1,4,8,B11R2,1.83,3.3000000000097947,94.32351566615596,67.44303788811109
RB.A23,MB.A12R2,3780.0401,INT,L,A,EVEN,73,150,LBALA.12R2,LBALA_12R2,B12R2_2,DCBA.A12R2.L,MB.C12R2,MB.A12R2,2,3803.5301,3772.2101,B12R2,2,151,9,A12R2,3.16,3.3000000000097947,70.07018630242422,67.44303788811109
RB.A23,MB.B12R2,3795.7001,INT,L,B,ODD,5,5,LBBLA.12R2,LBBLA_12R2,B11R2_2,DCBA.A12R2.R,MB.B11R2,MB.B12R2,4,3736.0304,3787.8701,B11R2,2,5,10,B12R2,3.209999999999757,3.7,67.60486835724907,54.73594914052305
RB.A23,MB.C12R2,3811.3601,INT,L,A,EVEN,72,149,LBALB.12R2,LBALB_12R2,B12R2_1,DCBA.B12R2.L,MB.B13R2,MB.C12R2,3,3841.3201,3803.5301,B12R2,1,150,11,C12R2,3.209999999999757,3.7,67.60486835724907,54.73594914052305
RB.A23,MB.A13R2,3833.4901,INT,L,B,ODD,6,6,LBBLA.13R2,LBBLA_13R2,B13R2_0,DCBQ.12R2.R,MB.B12R2,MB.A13R2,3,3787.8701,3825.6601,B13R2,0,6,12,A13R2,3.400000000000001,3.3000000000000025,65.45791952580721,67.81747258741485
RB.A23,MB.B13R2,3849.1501,INT,L,A,EVEN,71,148,LBALA.13R2,LBALA_13R2,B12R2_0,DCBA.13R2.L,MB.A14R2,MB.B13R2,3,3879.1101,3841.3201,B12R2,0,149,13,B13R2,3.25,3.7,68.09926754352253,54.73594914052305
RB.A23,MB.C13R2,3864.8101,INT,L,B,ODD,7,7,LBBLD.13R2,LBBLD_13R2,B13R2_1,DCBA.13R2.R,MB.A13R2,MB.C13R2,2,3825.6601,3856.9801,B13R2,1,7,14,C13R2,3.400000000000001,1.96,65.45791952580721,90.45027015692106
RB.A23,MB.A14R2,3886.9401,INT,L,A,EVEN,70,147,LBALA.14R2,LBALA_14R2,B14R2_2,DCBA.A14R2.L,MB.C14R2,MB.A14R2,2,3910.4301,3879.1101,B14R2,2,148,15,A14R2,3.16,3.210000000000001,70.07018630242422,68.73171710454288
RB.A23,MB.B14R2,3902.6001,INT,L,B,ODD,8,8,LBBLA.14R2,LBBLA_14R2,B13R2_2,DCBA.A14R2.R,MB.C13R2,MB.B14R2,3,3856.9801,3894.7701,B13R2,2,8,16,B14R2,2.3500000000000063,3.02,81.26569022666702,71.69505965461342
RB.A23,MB.C14R2,3918.2601,INT,L,A,EVEN,69,146,LBALB.14R2,LBALB_14R2,B14R2_1,DCBA.B14R2.L,MB.B15R2,MB.C14R2,3,3948.2201,3910.4301,B14R2,1,147,17,C14R2,3.16,3.7,70.07018630242422,54.73594914052305
RB.A23,MB.A15R2,3940.3901,INT,L,B,ODD,9,9,LBBLA.15R2,LBBLA_15R2,B15R2_0,DCBQ.14R2.R,MB.B14R2,MB.A15R2,3,3894.7701,3932.5601,B15R2,0,9,18,A15R2,3.16,2.9199999999999995,70.07018630242422,72.91920684067088
RB.A23,MB.B15R2,3956.0501,INT,L,A,EVEN,68,145,LBALA.15R2,LBALA_15R2,B14R2_0,DCBA.15R2.L,MB.A16R2,MB.B15R2,3,3986.0101,3948.2201,B14R2,0,146,19,B15R2,3.209999999999757,3.2600000000000016,67.60486835724907,67.7519122227926
RB.A23,MB.C15R2,3971.7101,INT,L,B,ODD,10,10,LBBLD.15R2,LBBLD_15R2,B15R2_1,DCBA.15R2.R,MB.A15R2,MB.C15R2,2,3932.5601,3963.8801,B15R2,1,10,20,C15R2,3.2600000000000016,3.2600000000000016,67.7519122227926,67.7519122227926
RB.A23,MB.A16R2,3993.8401,INT,L,A,EVEN,67,144,LBALA.16R2,LBALA_16R2,B16R2_2,DCBA.A16R2.L,MB.C16R2,MB.A16R2,2,4017.3301,3986.0101,B16R2,2,145,21,A16R2,3.0900000000000283,1.96,70.74825409990856,90.45027015692106
RB.A23,MB.B16R2,4009.5001,INT,L,B,ODD,11,11,LBBLA.16R2,LBBLA_16R2,B15R2_2,DCBA.A16R2.R,MB.C15R2,MB.B16R2,3,3963.8801,4001.6701,B15R2,2,11,22,B16R2,2.68281755386508,2.68281755386508,75.0,75.0
RB.A23,MB.C16R2,4025.1601,INT,L,A,EVEN,66,143,LBALB.16R2,LBALB_16R2,B16R2_1,DCBA.B16R2.L,MB.B17R2,MB.C16R2,3,4055.1201,4017.3301,B16R2,1,144,23,C16R2,3.2400000000000126,3.3000000000000025,67.99534303947361,67.81747258741485
RB.A23,MB.A17R2,4047.2901,INT,L,B,ODD,12,12,LBBLA.17R2,LBBLA_17R2,B17R2_0,DCBQ.16R2.R,MB.B16R2,MB.A17R2,3,4001.6701,4039.4601,B17R2,0,12,24,A17R2,3.0900000000000283,1.8100000000000005,70.74825409990856,95.95614563437316
RB.A23,MB.B17R2,4062.9501,INT,L,A,EVEN,65,142,LBALA.17R2,LBALA_17R2,B16R2_0,DCBA.17R2.L,MB.A18R2,MB.B17R2,3,4092.9101,4055.1201,B16R2,0,143,25,B17R2,3.16,3.16,70.07018630242422,70.07018630242422
RB.A23,MB.C17R2,4078.6101,INT,L,B,ODD,13,13,LBBLD.17R2,LBBLD_17R2,B17R2_1,DCBA.17R2.R,MB.A17R2,MB.C17R2,2,4039.4601,4070.7801,B17R2,1,13,26,C17R2,1.7499999999999998,1.96,99.6289270513348,90.45027015692106
RB.A23,MB.A18R2,4100.7401,INT,L,A,EVEN,64,141,LBALA.18R2,LBALA_18R2,B18R2_2,DCBA.A18R2.L,MB.C18R2,MB.A18R2,2,4124.2301,4092.9101,B18R2,2,142,27,A18R2,1.7499999999999998,3.4599999999999995,99.6289270513348,61.141317629472105
RB.A23,MB.B18R2,4116.4001,INT,L,B,ODD,14,14,LBBLA.18R2,LBBLA_18R2,B17R2_2,DCBA.A18R2.R,MB.C17R2,MB.B18R2,3,4070.7801,4108.5701,B17R2,2,14,28,B18R2,3.0200000000000027,3.7,71.68679046426837,54.73594914052305
RB.A23,MB.C18R2,4132.0601,INT,L,A,EVEN,63,140,LBALB.18R2,LBALB_18R2,B18R2_1,DCBA.B18R2.L,MB.B19R2,MB.C18R2,3,4162.0201,4124.2301,B18R2,1,141,29,C18R2,3.2400000000000126,3.4599999999999995,67.99534303947361,61.141317629472105
RB.A23,MB.A19R2,4154.1901,INT,L,B,ODD,15,15,LBBLA.19R2,LBBLA_19R2,B19R2_0,DCBQ.18R2.R,MB.B18R2,MB.A19R2,3,4108.5701,4146.3601,B19R2,0,15,30,A19R2,2.979999999999998,2.9899999999999998,71.9167377486337,72.05491275077262
RB.A23,MB.B19R2,4169.8501,INT,L,A,EVEN,62,139,LBALA.19R2,LBALA_19R2,B18R2_0,DCBA.19R2.L,MB.A20R2,MB.B19R2,3,4199.8101,4162.0201,B18R2,0,140,31,B19R2,3.16,3.02,70.07018630242422,71.69505965461342
RB.A23,MB.C19R2,4185.5101,INT,L,B,ODD,16,16,LBBLD.19R2,LBBLD_19R2,B19R2_1,DCBA.19R2.R,MB.A19R2,MB.C19R2,2,4146.3601,4177.6801,B19R2,1,16,32,C19R2,3.16,2.9199999999999995,70.07018630242422,72.91920684067088
