Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,phys_pos,Name,R_1,R_2,RRR_1,RRR_2
RB.A45,MB.A25L5,12186.4809,INT,L,A,EVEN,24,101,LBALB.25L5,LBALB_25L5,B25L5_0,DCBA.A25L5.L,MB.B24L5,MB.A25L5,3,12216.4409,12178.6509,B25L5,0,102,107,A25L5,3.11,2.5,70.2908110941323,78.792057073657
RB.A45,MB.C24L5,12208.6109,INT,L,B,ODD,54,54,LBBLA.24L5,LBBLA_24L5,B24L5_1,DCBA.A25L5.R,MB.B25L5,MB.C24L5,3,12162.9909,12200.7809,B24L5,1,54,108,C24L5,3.0900000000000283,3.210000000000001,70.74825409990856,68.73171710454288
RB.A45,MB.B24L5,12224.2709,INT,L,A,EVEN,23,100,LBALA.24L5,LBALA_24L5,B23L5_2,DCBA.24L5.L,MB.C23L5,MB.B24L5,3,12254.2309,12216.4409,B23L5,2,101,109,B24L5,3.16,3.16,70.07018630242422,70.07018630242422
RB.A45,MB.A24L5,12239.9309,INT,L,B,ODD,55,55,LBBLC.24L5,LBBLC_24L5,B24L5_2,DCBA.24L5.R,MB.C24L5,MB.A24L5,2,12200.7809,12232.1009,B24L5,2,55,110,A24L5,1.71,1.92,99.29508583041604,92.00434744749462
RB.A45,MB.C23L5,12262.0609,INT,L,A,EVEN,22,99,LBALA.23L5,LBALA_23L5,B23L5_1,DCBA.B23L5.L,MB.A23L5,MB.C23L5,2,12285.5509,12254.2309,B23L5,1,100,111,C23L5,3.1,1.83,70.752888773442,94.32351566615596
RB.A45,MB.B23L5,12277.7209,INT,L,B,ODD,56,56,LBBLA.23L5,LBBLA_23L5,B22L5_0,DCBA.B23L5.R,MB.A24L5,MB.B23L5,3,12232.1009,12269.8909,B22L5,0,56,112,B23L5,2.5,2.430000000000001,78.792057073657,79.91564766114065
RB.A45,MB.A23L5,12293.3809,INT,L,A,EVEN,21,98,LBALB.23L5,LBALB_23L5,B23L5_0,DCBA.A23L5.L,MB.B22L5,MB.A23L5,3,12323.3409,12285.5509,B23L5,0,99,113,A23L5,2.45000000000002,3.2400000000000126,79.61488134911514,67.99534303947361
RB.A45,MB.C22L5,12315.5109,INT,L,B,ODD,57,57,LBBLA.22L5,LBBLA_22L5,B22L5_1,DCBA.A23L5.R,MB.B23L5,MB.C22L5,3,12269.8909,12307.6809,B22L5,1,57,114,C22L5,1.7300000000000002,1.68,97.7700238334445,100.45740439836791
RB.A45,MB.B22L5,12331.1709,INT,L,A,EVEN,20,97,LBALA.22L5,LBALA_22L5,B21L5_2,DCBA.22L5.L,MB.C21L5,MB.B22L5,3,12361.1309,12323.3409,B21L5,2,98,115,B22L5,3.140000000000001,3.1300000000000003,70.26040277030548,70.35344691681026
RB.A45,MB.A22L5,12346.8309,INT,L,B,ODD,58,58,LBBLC.22L5,LBBLC_22L5,B22L5_2,DCBA.22L5.R,MB.C22L5,MB.A22L5,2,12307.6809,12339.0009,B22L5,2,58,116,A22L5,1.6999999999999995,1.95,101.106504622535,91.06495839468394
RB.A45,MB.C21L5,12368.9609,INT,L,A,EVEN,19,96,LBALA.21L5,LBALA_21L5,B21L5_1,DCBA.B21L5.L,MB.A21L5,MB.C21L5,2,12392.4509,12361.1309,B21L5,1,97,117,C21L5,1.75,1.75,97.93687798968394,97.93687798968394
RB.A45,MB.B21L5,12384.6209,INT,L,B,ODD,59,59,LBBLA.21L5,LBBLA_21L5,B20L5_0,DCBA.B21L5.R,MB.A22L5,MB.B21L5,3,12339.0009,12376.7909,B20L5,0,59,118,B21L5,3.0200000000000027,1.83,71.68679046426837,94.32351566615596
RB.A45,MB.A21L5,12400.2809,INT,L,A,EVEN,18,95,LBALB.21L5,LBALB_21L5,B21L5_0,DCBA.A21L5.L,MB.B20L5,MB.A21L5,3,12430.2409,12392.4509,B21L5,0,96,119,A21L5,1.75,1.83,96.83501939690876,94.32351566615596
RB.A45,MB.C20L5,12422.4109,INT,L,B,ODD,60,60,LBBLA.20L5,LBBLA_20L5,B20L5_1,DCBA.A21L5.R,MB.B21L5,MB.C20L5,3,12376.7909,12414.5809,B20L5,1,60,120,C20L5,3.2099999999999995,2.5,68.37476174248951,78.792057073657
RB.A45,MB.B20L5,12438.0709,INT,L,A,EVEN,17,94,LBALA.20L5,LBALA_20L5,B19L5_2,DCBA.20L5.L,MB.C19L5,MB.B20L5,3,12468.0309,12430.2409,B19L5,2,95,121,B20L5,3.03,3.6000000000000005,71.53341464630975,60.43712854708486
RB.A45,MB.A20L5,12453.7309,INT,L,B,ODD,61,61,LBBLC.20L5,LBBLC_20L5,B20L5_2,DCBA.20L5.R,MB.C20L5,MB.A20L5,2,12414.5809,12445.9009,B20L5,2,61,122,A20L5,3.1,1.68,70.752888773442,100.45740439836791
RB.A45,MB.C19L5,12475.8609,INT,L,A,EVEN,16,93,LBALA.19L5,LBALA_19L5,B19L5_1,DCBA.B19L5.L,MB.A19L5,MB.C19L5,2,12499.3509,12468.0309,B19L5,1,94,123,C19L5,1.81,1.68,95.8748204483924,100.45740439836791
RB.A45,MB.B19L5,12491.5209,INT,L,B,ODD,62,62,LBBLA.19L5,LBBLA_19L5,B18L5_0,DCBA.B19L5.R,MB.A20L5,MB.B19L5,3,12445.9009,12483.6909,B18L5,0,62,124,B19L5,2.01,3.2400000000000126,90.1826216302873,67.99534303947361
RB.A45,MB.A19L5,12507.1809,INT,L,A,EVEN,15,92,LBALB.19L5,LBALB_19L5,B19L5_0,DCBA.A19L5.L,MB.B18L5,MB.A19L5,3,12537.1409,12499.3509,B19L5,0,93,125,A19L5,3.4599999999999995,1.95,61.141317629472105,91.06495839468394
RB.A45,MB.C18L5,12529.3109,INT,L,B,ODD,63,63,LBBLA.18L5,LBBLA_18L5,B18L5_1,DCBA.A19L5.R,MB.B19L5,MB.C18L5,3,12483.6909,12521.4809,B18L5,1,63,126,C18L5,2.45000000000002,3.7,79.61488134911514,54.73594914052305
RB.A45,MB.B18L5,12544.9709,INT,L,A,EVEN,14,91,LBALA.18L5,LBALA_18L5,B17L5_2,DCBA.18L5.L,MB.C17L5,MB.B18L5,3,12574.9309,12537.1409,B17L5,2,92,127,B18L5,3.0200000000000027,1.83,71.68679046426837,94.32351566615596
RB.A45,MB.A18L5,12560.6309,INT,L,B,ODD,64,64,LBBLC.18L5,LBBLC_18L5,B18L5_2,DCBA.18L5.R,MB.C18L5,MB.A18L5,2,12521.4809,12552.8009,B18L5,2,64,128,A18L5,1.8,1.93,95.65008800371686,91.3891490310092
RB.A45,MB.C17L5,12582.7609,INT,L,A,EVEN,13,90,LBALA.17L5,LBALA_17L5,B17L5_1,DCBA.B17L5.L,MB.A17L5,MB.C17L5,2,12606.2509,12574.9309,B17L5,1,91,129,C17L5,3.11,2.45000000000002,70.2908110941323,79.61488134911514
RB.A45,MB.B17L5,12598.4209,INT,L,B,ODD,65,65,LBBLA.17L5,LBBLA_17L5,B16L5_0,DCBA.B17L5.R,MB.A18L5,MB.B17L5,3,12552.8009,12590.5909,B16L5,0,65,130,B17L5,3.08,3.6000000000000005,70.92620638880226,60.43712854708486
RB.A45,MB.A17L5,12614.0809,INT,L,A,EVEN,12,89,LBALB.17L5,LBALB_17L5,B17L5_0,DCBA.A17L5.L,MB.B16L5,MB.A17L5,3,12644.0409,12606.2509,B17L5,0,90,131,A17L5,1.68,3.220000000000001,100.45740439836791,69.30246088141651
RB.A45,MB.C16L5,12636.2109,INT,L,B,ODD,66,66,LBBLA.16L5,LBBLA_16L5,B16L5_1,DCBA.A17L5.R,MB.B17L5,MB.C16L5,3,12590.5909,12628.3809,B16L5,1,66,132,C16L5,3.0200000000000027,2.5,71.68679046426837,78.792057073657
RB.A45,MB.B16L5,12651.8709,INT,L,A,EVEN,11,88,LBALA.16L5,LBALA_16L5,B15L5_2,DCBA.16L5.L,MB.C15L5,MB.B16L5,3,12681.8309,12644.0409,B15L5,2,89,133,B16L5,3.289999999999999,1.83,68.13512170581375,94.32351566615596
RB.A45,MB.A16L5,12667.5309,INT,L,B,ODD,67,67,LBBLC.16L5,LBBLC_16L5,B16L5_2,DCBA.16L5.R,MB.C16L5,MB.A16L5,2,12628.3809,12659.7009,B16L5,2,67,134,A16L5,3.0900000000000283,3.210000000000001,70.74825409990856,68.73171710454288
RB.A45,MB.C15L5,12689.6609,INT,L,A,EVEN,10,87,LBALA.15L5,LBALA_15L5,B15L5_1,DCBA.B15L5.L,MB.A15L5,MB.C15L5,2,12713.1509,12681.8309,B15L5,1,88,135,C15L5,3.0900000000000283,1.74,70.74825409990856,97.96870463516548
RB.A45,MB.B15L5,12705.3209,INT,L,B,ODD,68,68,LBBLA.15L5,LBBLA_15L5,B14L5_0,DCBA.B15L5.R,MB.A16L5,MB.B15L5,3,12659.7009,12697.4909,B14L5,0,68,136,B15L5,3.0900000000000283,3.2400000000000126,70.74825409990856,67.99534303947361
RB.A45,MB.A15L5,12720.9809,INT,L,A,EVEN,9,86,LBALB.15L5,LBALB_15L5,B15L5_0,DCBA.A15L5.L,MB.B14L5,MB.A15L5,3,12750.9409,12713.1509,B15L5,0,87,137,A15L5,3.0900000000000283,2.979999999999998,70.74825409990856,71.9167377486337
RB.A45,MB.C14L5,12743.1109,INT,L,B,ODD,69,69,LBBLA.14L5,LBBLA_14L5,B14L5_1,DCBA.A15L5.R,MB.B15L5,MB.C14L5,3,12697.4909,12735.2809,B14L5,1,69,138,C14L5,3.2400000000000007,3.15,67.59410659048159,69.97010621488656
RB.A45,MB.B14L5,12758.7709,INT,L,A,EVEN,8,85,LBALA.14L5,LBALA_14L5,B13L5_2,DCBA.14L5.L,MB.C13L5,MB.B14L5,3,12788.7309,12750.9409,B13L5,2,86,139,B14L5,3.1,3.15,70.752888773442,69.97010621488656
RB.A45,MB.A14L5,12774.4309,INT,L,B,ODD,70,70,LBBLC.14L5,LBBLC_14L5,B14L5_2,DCBA.14L5.R,MB.C14L5,MB.A14L5,2,12735.2809,12766.6009,B14L5,2,70,140,A14L5,2.5,3.32,78.792057073657,67.66559710105976
RB.A45,MB.C13L5,12796.5609,INT,L,A,EVEN,7,84,LBALA.13L5,LBALA_13L5,B13L5_1,DCBA.B13L5.L,MB.A13L5,MB.C13L5,2,12820.0509,12788.7309,B13L5,1,85,141,C13L5,2.529999999999997,3.2600000000000016,78.31400167043277,67.7519122227926
RB.A45,MB.B13L5,12812.2209,INT,L,B,ODD,71,71,LBBLA.13L5,LBBLA_13L5,B12L5_0,DCBA.B13L5.R,MB.A14L5,MB.B13L5,3,12766.6009,12804.3909,B12L5,0,71,142,B13L5,1.7400000000000002,3.32,97.96677628651337,67.66559710105976
RB.A45,MB.A13L5,12827.8809,INT,L,A,EVEN,6,83,LBALB.13L5,LBALB_13L5,B13L5_0,DCBA.A13L5.L,MB.B12L5,MB.A13L5,3,12857.8409,12820.0509,B13L5,0,84,143,A13L5,3.140000000000001,3.15,70.26040277030548,69.97010621488656
RB.A45,MB.C12L5,12850.0109,INT,L,B,ODD,72,72,LBBLA.12L5,LBBLA_12L5,B12L5_1,DCBA.A13L5.R,MB.B13L5,MB.C12L5,3,12804.3909,12842.1809,B12L5,1,72,144,C12L5,3.2099999999999995,2.45000000000002,68.37476174248951,79.61488134911514
RB.A45,MB.B12L5,12865.6709,INT,L,A,EVEN,5,82,LBALA.12L5,LBALA_12L5,B11L5_2,DCBA.12L5.L,MB.B11L5,MB.B12L5,4,12910.6226,12857.8409,B11L5,2,83,145,B12L5,3.0800000000000005,3.6000000000000005,70.76365748864274,60.43712854708486
RB.A45,MB.A12L5,12881.3309,INT,L,B,ODD,73,73,LBBLC.12L5,LBBLC_12L5,B12L5_2,DCBA.12L5.R,MB.C12L5,MB.A12L5,2,12842.1809,12873.5009,B12L5,2,73,146,A12L5,3.140000000000001,3.140000000000001,70.26040277030548,70.26040277030548
RB.A45,MB.B11L5,12918.4526,INT,L,A,EVEN,4,81,LBALA.11L5,LBALA_11L5,B11L5_1,DCBA.11L5.L,MB.B10L5,MB.B11L5,3,12949.6876,12910.6226,B11L5,1,82,147,B11L5,1.77,1.85,96.7853954664714,94.10394295985525
RB.A45,MB.A11L5,12934.1126,INT,L,B,ODD,74,74,LBBLP.11L5,LBBLP_11L5,B10L5_0,DCBA.11L5.R,MB.A12L5,MB.A11L5,4,12873.5009,12926.2826,B10L5,0,74,148,A11L5,3.289999999999999,3.1,68.13512170581375,70.752888773442
RB.A45,MB.B10L5,12957.5176,INT,L,A,EVEN,3,80,LBALE.10L5,LBALE_10L5,B11L5_0,DCBA.10L5.L,MB.B9L5,MB.B10L5,3,12990.1526,12949.6876,B11L5,0,81,149,B10L5,3.1,3.1,70.752888773442,70.752888773442
RB.A45,MB.A10L5,12973.1776,INT,L,B,ODD,75,75,LBBLI.10L5,LBBLI_10L5,B10L5_1,DCBA.10L5.R,MB.A11L5,MB.A10L5,3,12926.2826,12965.3476,B10L5,1,75,150,A10L5,3.1600000000000006,3.210000000000001,69.74295839809092,68.73171710454288
RB.A45,MB.B9L5,12997.9826,INT,L,A,EVEN,2,79,LBALE.9L5,LBALE_09L5,B9L5_1,DCBA.9L5.L,MB.B8L5,MB.B9L5,3,13029.2176,12990.1526,B9L5,1,80,151,B9L5,3.0200000000000027,3.02,71.68679046426837,71.69505965461342
RB.A45,MB.A9L5,13013.6426,INT,L,B,ODD,76,76,LBBLF.9L5,LBBLF_09L5,B10L5_2,DCBA.9L5.R,MB.A10L5,MB.A9L5,3,12965.3476,13005.8126,B10L5,2,76,152,A9L5,3.0900000000000283,3.210000000000001,70.74825409990856,68.73171710454288
RB.A45,MB.B8L5,13037.0476,INT,L,A,EVEN,1,78,LBALE.8L5,LBALE_08L5,B9L5_0,DCBA.8L5.L,DFLAS.7L5.2,MB.B8L5,5,13074.4476,13029.2176,B9L5,0,79,153,B8L5,3.1,2.450000000000002,70.752888773442,79.59764615112702
RB.A45,MB.A8L5,13052.7076,INT,L,B,ODD,77,77,LBBLQ.8L5,LBBLQ_08L5,B8L5_0,DCBA.8L5.R,MB.A9L5,MB.A8L5,3,13005.8126,13044.8776,B8L5,0,77,154,A8L5,3.0200000000000027,1.83,71.68679046426837,94.32351566615596
RB.A56,MB.A8R5,13606.1756,EXT,R,A,EVEN,1,78,LBARE.8R5,LBARE_08R5,B8R5_0,DCBQ.7R5.L,DFLAS.7R5.2,MB.A8R5,4,13583.9356,13598.3456,B8R5,0,79,1,A8R5,3.6000000000000005,3.2400000000000007,60.43712854708486,67.59410659048159
RB.A56,MB.B8R5,13621.8356,EXT,R,B,ODD,77,77,LBBRF.8R5,LBBRF_08R5,B9R5_0,DCBB.8R5.R,MB.B9R5,MB.B8R5,3,13653.0706,13614.0056,B9R5,0,77,2,B8R5,1.8100000000000005,3.400000000000001,95.95614563437316,65.45791952580721
RB.A56,MB.A9R5,13645.2406,EXT,R,A,EVEN,2,79,LBARE.9R5,LBARE_09R5,B8R5_1,DCBQ.8R5.L,MB.A8R5,MB.A9R5,3,13598.3456,13637.4106,B8R5,1,80,3,A9R5,3.2400000000000007,3.1799999999742785,67.59410659048159,69.74655266092758
RB.A56,MB.B9R5,13660.9006,EXT,R,B,ODD,76,76,LBBRI.9R5,LBBRI_09R5,B11R5_2,DCBB.9R5.R,MB.B10R5,MB.B9R5,3,13693.5356,13653.0706,B11R5,2,76,4,B9R5,3.2400000000000007,3.2400000000000007,67.59410659048159,66.94333085452014
RB.A56,MB.A10R5,13685.7056,EXT,R,A,EVEN,3,80,LBARE.10R5,LBARE_10R5,B10R5_0,DCBQ.9R5.L,MB.A9R5,MB.A10R5,3,13637.4106,13677.8756,B10R5,0,81,5,A10R5,3.11,2.4300000000000006,70.2908110941323,79.89986949478443
RB.A56,MB.B10R5,13701.3656,EXT,R,B,ODD,75,75,LBBRF.10R5,LBBRF_10R5,B11R5_1,DCBB.10R5.R,MB.B11R5,MB.B10R5,3,13732.6006,13693.5356,B11R5,1,75,6,B10R5,3.32,1.93,66.69622311711481,91.3891490310092
RB.A56,MB.A11R5,13724.7706,EXT,R,A,EVEN,4,81,LBARA.11R5,LBARA_11R5,B10R5_1,DCBQ.10R5.L,MB.A10R5,MB.A11R5,3,13677.8756,13716.9406,B10R5,1,82,7,A11R5,3.15,3.15,69.97010621488656,69.97010621488656
RB.A56,MB.B11R5,13740.4306,EXT,R,B,ODD,74,74,LBBRA.11R5,LBBRA_11R5,B11R5_0,DCBB.11R5.R,MB.B12R5,MB.B11R5,4,13785.3823,13732.6006,B11R5,0,74,8,B11R5,3.2400000000000007,3.0800000000000005,67.59410659048159,70.76365748864274
RB.A56,MB.A12R5,13777.5523,EXT,R,A,EVEN,5,82,LBARA.12R5,LBARA_12R5,B10R5_2,DCBQ.11R5.L,MB.A11R5,MB.A12R5,4,13716.9406,13769.7223,B10R5,2,83,9,A12R5,3.3000000000000025,3.03,67.81747258741485,71.53341464630975
RB.A56,MB.B12R5,13793.2123,EXT,R,B,ODD,73,73,LBBRA.12R5,LBBRA_12R5,B13R5_2,DCBB.12R5.R,MB.A13R5,MB.B12R5,3,13823.1723,13785.3823,B13R5,2,73,10,B12R5,1.8,1.95,95.65008800371686,91.06495839468394
RB.A56,MB.C12R5,13808.8723,EXT,R,A,EVEN,6,83,LBARB.12R5,LBARB_12R5,B12R5_0,DCBB.12R5.L,MB.A12R5,MB.C12R5,2,13769.7223,13801.0423,B12R5,0,84,11,C12R5,3.289999999999999,1.93,68.13512170581375,91.3891490310092
RB.A56,MB.A13R5,13831.0023,EXT,R,B,ODD,72,72,LBBRA.13R5,LBBRA_13R5,B13R5_1,DCBB.A13R5.R,MB.C13R5,MB.A13R5,2,13854.4923,13823.1723,B13R5,1,72,12,A13R5,2.400000000000003,1.83,80.40070272144557,94.32351566615596
RB.A56,MB.B13R5,13846.6623,EXT,R,A,EVEN,7,84,LBARA.13R5,LBARA_13R5,B12R5_1,DCBB.A13R5.L,MB.C12R5,MB.B13R5,3,13801.0423,13838.8323,B12R5,1,85,13,B13R5,2.400000000000003,3.1300000000000003,80.40070272144557,70.35344691681026
RB.A56,MB.C13R5,13862.3223,EXT,R,B,ODD,71,71,LBBRC.13R5,LBBRC_13R5,B13R5_0,DCBB.B13R5.R,MB.B14R5,MB.C13R5,3,13892.2823,13854.4923,B13R5,0,71,14,C13R5,1.7300000000000002,1.68,97.7700238334445,99.6525631876629
RB.A56,MB.A14R5,13884.4523,EXT,R,A,EVEN,8,85,LBARA.14R5,LBARA_14R5,B12R5_2,DCBQ.13R5.L,MB.B13R5,MB.A14R5,3,13838.8323,13876.6223,B12R5,2,86,15,A14R5,3.140000000000001,1.95,70.26040277030548,91.06495839468394
RB.A56,MB.B14R5,13900.1123,EXT,R,B,ODD,70,70,LBBRA.14R5,LBBRA_14R5,B15R5_2,DCBB.14R5.R,MB.A15R5,MB.B14R5,3,13930.0723,13892.2823,B15R5,2,70,16,B14R5,3.2400000000000007,3.400000000000001,67.59410659048159,65.45791952580721
RB.A56,MB.C14R5,13915.7723,EXT,R,A,EVEN,9,86,LBARB.14R5,LBARB_14R5,B14R5_0,DCBB.14R5.L,MB.A14R5,MB.C14R5,2,13876.6223,13907.9423,B14R5,0,87,17,C14R5,3.28,1.93,67.87449965452625,91.3891490310092
RB.A56,MB.A15R5,13937.9023,EXT,R,B,ODD,69,69,LBBRA.15R5,LBBRA_15R5,B15R5_1,DCBB.A15R5.R,MB.C15R5,MB.A15R5,2,13961.3923,13930.0723,B15R5,1,69,18,A15R5,2.979999999999998,3.08,71.9167377486337,70.92620638880226
RB.A56,MB.B15R5,13953.5623,EXT,R,A,EVEN,10,87,LBARA.15R5,LBARA_15R5,B14R5_1,DCBB.A15R5.L,MB.C14R5,MB.B15R5,3,13907.9423,13945.7323,B14R5,1,88,19,B15R5,3.03,3.25,71.53341464630975,68.22162291037226
RB.A56,MB.C15R5,13969.2223,EXT,R,B,ODD,68,68,LBBRC.15R5,LBBRC_15R5,B15R5_0,DCBB.B15R5.R,MB.B16R5,MB.C15R5,3,13999.1823,13961.3923,B15R5,0,68,20,C15R5,1.83,2.4799999999999818,94.71508838982798,79.08549669352671
RB.A56,MB.A16R5,13991.3523,EXT,R,A,EVEN,11,88,LBARA.16R5,LBARA_16R5,B14R5_2,DCBQ.15R5.L,MB.B15R5,MB.A16R5,3,13945.7323,13983.5223,B14R5,2,89,21,A16R5,1.7899999999999998,1.93,96.14625244938792,91.3891490310092
RB.A56,MB.B16R5,14007.0123,EXT,R,B,ODD,67,67,LBBRA.16R5,LBBRA_16R5,B17R5_2,DCBB.16R5.R,MB.A17R5,MB.B16R5,3,14036.9723,13999.1823,B17R5,2,67,22,B16R5,3.27,3.27,66.66732040398628,66.66732040398628
RB.A56,MB.C16R5,14022.6723,EXT,R,A,EVEN,12,89,LBARB.16R5,LBARB_16R5,B16R5_0,DCBB.16R5.L,MB.A16R5,MB.C16R5,2,13983.5223,14014.8423,B16R5,0,90,23,C16R5,3.2400000000000007,3.1799999999742785,67.59410659048159,69.74655266092758
RB.A56,MB.A17R5,14044.8023,EXT,R,B,ODD,66,66,LBBRA.17R5,LBBRA_17R5,B17R5_1,DCBB.A17R5.R,MB.C17R5,MB.A17R5,2,14068.2923,14036.9723,B17R5,1,66,24,A17R5,1.74,2.4799999999999818,97.96870463516548,79.08549669352671
RB.A56,MB.B17R5,14060.4623,EXT,R,A,EVEN,13,90,LBARA.17R5,LBARA_17R5,B16R5_1,DCBB.A17R5.L,MB.C16R5,MB.B17R5,3,14014.8423,14052.6323,B16R5,1,91,25,B17R5,3.289999999999999,2.9899999999999998,68.13512170581375,72.05491275077262
RB.A56,MB.C17R5,14076.1223,EXT,R,B,ODD,65,65,LBBRC.17R5,LBBRC_17R5,B17R5_0,DCBB.B17R5.R,MB.B18R5,MB.C17R5,3,14106.0823,14068.2923,B17R5,0,65,26,C17R5,1.8100000000000005,2.9899999999999998,95.95614563437316,72.05491275077262
RB.A56,MB.A18R5,14098.2523,EXT,R,A,EVEN,14,91,LBARA.18R5,LBARA_18R5,B16R5_2,DCBQ.17R5.L,MB.B17R5,MB.A18R5,3,14052.6323,14090.4223,B16R5,2,92,27,A18R5,3.0800000000000005,3.2400000000000007,70.76365748864274,66.94333085452014
RB.A56,MB.B18R5,14113.9123,EXT,R,B,ODD,64,64,LBBRA.18R5,LBBRA_18R5,B19R5_2,DCBB.18R5.R,MB.A19R5,MB.B18R5,3,14143.8723,14106.0823,B19R5,2,64,28,B18R5,3.2400000000000007,3.1799999999742785,67.59410659048159,69.74655266092758
RB.A56,MB.C18R5,14129.5723,EXT,R,A,EVEN,15,92,LBARB.18R5,LBARB_18R5,B18R5_0,DCBB.18R5.L,MB.A18R5,MB.C18R5,2,14090.4223,14121.7423,B18R5,0,93,29,C18R5,3.32,3.08,67.66559710105976,70.92620638880226
RB.A56,MB.A19R5,14151.7023,EXT,R,B,ODD,63,63,LBBRA.19R5,LBBRA_19R5,B19R5_1,DCBB.A19R5.R,MB.C19R5,MB.A19R5,2,14175.1923,14143.8723,B19R5,1,63,30,A19R5,3.289999999999999,2.9899999999999998,68.13512170581375,72.05491275077262
RB.A56,MB.B19R5,14167.3623,EXT,R,A,EVEN,16,93,LBARA.19R5,LBARA_19R5,B18R5_1,DCBB.A19R5.L,MB.C18R5,MB.B19R5,3,14121.7423,14159.5323,B18R5,1,94,31,B19R5,1.74,2.4799999999999818,97.96870463516548,79.08549669352671
RB.A56,MB.C19R5,14183.0223,EXT,R,B,ODD,62,62,LBBRC.19R5,LBBRC_19R5,B19R5_0,DCBB.B19R5.R,MB.B20R5,MB.C19R5,3,14212.9823,14175.1923,B19R5,0,62,32,C19R5,3.310000141193014,1.7499999999999998,67.19212096326802,99.6289270513348
RB.A56,MB.A20R5,14205.1523,EXT,R,A,EVEN,17,94,LBARA.20R5,LBARA_20R5,B18R5_2,DCBQ.19R5.L,MB.B19R5,MB.A20R5,3,14159.5323,14197.3223,B18R5,2,95,33,A20R5,2.4000000000000004,1.68,80.39860414416525,99.6525631876629
RB.A56,MB.B20R5,14220.8123,EXT,R,B,ODD,61,61,LBBRA.20R5,LBBRA_20R5,B21R5_2,DCBB.20R5.R,MB.A21R5,MB.B20R5,3,14250.7723,14212.9823,B21R5,2,61,34,B20R5,3.11,1.83,70.2908110941323,94.32351566615596
RB.A56,MB.C20R5,14236.4723,EXT,R,A,EVEN,18,95,LBARB.20R5,LBARB_20R5,B20R5_0,DCBB.20R5.L,MB.A20R5,MB.C20R5,2,14197.3223,14228.6423,B20R5,0,96,35,C20R5,3.310000141193014,3.400000000000001,67.19212096326802,65.45791952580721
RB.A56,MB.A21R5,14258.6023,EXT,R,B,ODD,60,60,LBBRA.21R5,LBBRA_21R5,B21R5_1,DCBB.A21R5.R,MB.C21R5,MB.A21R5,2,14282.0923,14250.7723,B21R5,1,60,36,A21R5,1.7300000000000002,1.68,97.7700238334445,99.6525631876629
RB.A56,MB.B21R5,14274.2623,EXT,R,A,EVEN,19,96,LBARA.21R5,LBARA_21R5,B20R5_1,DCBB.A21R5.L,MB.C20R5,MB.B21R5,3,14228.6423,14266.4323,B20R5,1,97,37,B21R5,3.3000000000000025,3.25,67.81747258741485,68.22162291037226
RB.A56,MB.C21R5,14289.9223,EXT,R,B,ODD,59,59,LBBRC.21R5,LBBRC_21R5,B21R5_0,DCBB.B21R5.R,MB.B22R5,MB.C21R5,3,14319.8823,14282.0923,B21R5,0,59,38,C21R5,3.25,1.83,68.09926754352253,94.32351566615596
RB.A56,MB.A22R5,14312.0523,EXT,R,A,EVEN,20,97,LBARA.22R5,LBARA_22R5,B20R5_2,DCBQ.21R5.L,MB.B21R5,MB.A22R5,3,14266.4323,14304.2223,B20R5,2,98,39,A22R5,3.03,3.2400000000000007,71.53341464630975,66.94333085452014
RB.A56,MB.B22R5,14327.7123,EXT,R,B,ODD,58,58,LBBRA.22R5,LBBRA_22R5,B23R5_2,DCBB.22R5.R,MB.A23R5,MB.B22R5,3,14357.6723,14319.8823,B23R5,2,58,40,B22R5,1.83,3.16,94.71508838982798,69.84073116587685
RB.A56,MB.C22R5,14343.3723,EXT,R,A,EVEN,21,98,LBARB.22R5,LBARB_22R5,B22R5_0,DCBB.22R5.L,MB.A22R5,MB.C22R5,2,14304.2223,14335.5423,B22R5,0,99,41,C22R5,1.8100000000000005,2.9899999999999998,95.95614563437316,72.05491275077262
RB.A56,MB.A23R5,14365.5023,EXT,R,B,ODD,57,57,LBBRA.23R5,LBBRA_23R5,B23R5_1,DCBB.A23R5.R,MB.C23R5,MB.A23R5,2,14388.9923,14357.6723,B23R5,1,57,42,A23R5,3.2400000000000007,3.2400000000000007,67.59410659048159,66.94333085452014
RB.A56,MB.B23R5,14381.1623,EXT,R,A,EVEN,22,99,LBARA.23R5,LBARA_23R5,B22R5_1,DCBB.A23R5.L,MB.C22R5,MB.B23R5,3,14335.5423,14373.3323,B22R5,1,100,43,B23R5,1.83,3.16,94.71508838982798,69.84073116587685
RB.A56,MB.C23R5,14396.8223,EXT,R,B,ODD,56,56,LBBRC.23R5,LBBRC_23R5,B23R5_0,DCBB.B23R5.R,MB.B24R5,MB.C23R5,3,14426.7823,14388.9923,B23R5,0,56,44,C23R5,3.27,3.2400000000000007,66.66732040398628,67.59410659048159
RB.A56,MB.A24R5,14418.9523,EXT,R,A,EVEN,23,100,LBARA.24R5,LBARA_24R5,B22R5_2,DCBQ.23R5.L,MB.B23R5,MB.A24R5,3,14373.3323,14411.1223,B22R5,2,101,45,A24R5,1.82,2.480000000000015,94.98000661467276,79.11108700795295
