,Unnamed: 0,Circuit Name,Circuit Family,Period,Date (FGC),Time (FGC),FPA Reason,Timestamp_PIC,Delta_t(FGC-PIC),Delta_t(EE_even-PIC),Delta_t(EE_odd-PIC),Ramp rate,Plateau duration,I_Q_circ,MIITS_circ,I_Earth_max,EE analysis,V feeler analysis,U_EE_max_ODD,U_EE_max_EVEN,Position,I_Q_M,Nr in Q event,Delta_t(iQPS-PIC),nQPS crate name,Delta_t(nQPS-PIC),Type of Quench,Quench origin,Quench count,QDS trigger origin,dU_iQPS/dt,V_symm_max,dV_symm/dt,R_DL_max,I at R_DL_max,QH analysis,Short magnet ID,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,dI_Q_Acc,dI_Q_LHC,Comment,Analysis performed by,lhcsmapi version,lhcsm notebook version,Unnamed: 46,Unnamed: 47,timestamp_fgc
2078,2088,RB.A34,RB,HWC 2021,2021-04-18 00:00:00,22:45:11.460000,Magnet quench,2021-04-18 22:45:11.436000,24,592.0,95,10.0,0.0,11756.4,6544.65,63.558714,PASS,PASS,849.0774399794,829.2626224982,B26L4,8873.0,2,27954.0,B27L4,4349.0,GHe propagation,EXT,,iQPS,-7.16070951428571,,,6.78,2568.44,Pass,3402.0,3.0,01B,02D,12014,-,,,hagen,1.5.10,1.5.60,,,1.61877871146e+18
2079,2089,RB.A34,RB,HWC 2021,2021-04-18 00:00:00,22:45:11.460000,Magnet quench,2021-04-18 22:45:11.436000,24,592.0,95,10.0,0.0,11756.4,6544.65,63.558714,PASS,PASS,849.0774399794,829.2626224982,C25L4,5312.0,3,75370.0,B25L4,2702.0,GHe propagation,INT,,iQPS,0.705187578947368,,,25.8,3074.37,Pass,1245.0,1.0,01B,02B8,12375,-,,,hagen,1.5.10,1.5.60,,,1.61877871146e+18
2080,2090,RB.A34,RB,HWC 2021,2021-04-18 00:00:00,22:45:11.460000,Magnet quench,2021-04-18 22:45:11.436000,24,592.0,95,10.0,0.0,11756.4,6544.65,63.558714,PASS,PASS,849.0774399794,829.2626224982,C26L4,4925.0,4,82143.0,B26L4,-3.0,GHe propagation,INT,,iQPS,1.12836189506172,,,9.8,3775.61,Pass,2078.0,2.0,01B,02K,11895,-,,,hagen,1.5.10,1.5.60,,,1.61877871146e+18
2081,2091,RB.A34,RB,HWC 2021,2021-04-18 00:00:00,22:45:11.460000,Magnet quench,2021-04-18 22:45:11.436000,24,592.0,95,10.0,0.0,11756.4,6544.65,63.558714,PASS,PASS,849.0774399794,829.2626224982,B25L4,2942.0,5,127278.0,B24L4,2680.0,GHe propagation,INT,,iQPS,0.29844547368421,,,53.53,2586.48,Pass,2090.0,2.0,01B,02K,10787,-,,,hagen,1.5.10,1.5.60,,,1.61877871146e+18
2082,2092,RB.A78,RB,HWC 2021,2021-04-18 00:00:00,23:25:10.700000,Magnet quench,2021-04-18 23:25:10.671000,29,590.0,94,10.0,0.0,11510.5,6422.3,62.311424,PASS,PASS,808.6239674976,801.756213901499,B22L8,11510.0,1,-9.0,B23L8,0.0,Training,INT,69.0,iQPS,-11.2017182454545,,,41,11486.14,Pass,3046.0,3.0,01B,02K,11740,-230,,ok,zinur,1.5.10,1.5.50,,,1.6187811107e+18
2083,2093,RB.A78,RB,HWC 2021,2021-04-18 00:00:00,23:25:10.700000,Magnet quench,2021-04-18 23:25:10.671000,29,590.0,94,10.0,0.0,11510.5,6422.3,62.311424,PASS,PASS,808.6239674976,801.756213901499,A22L8,8043.0,2,36186.0,B22L8,3170.0,GHe propagation,EXT,,iQPS,2.06860184166666,,,8.46,4473.48,Pass,3263.0,3.0,01B,02G,11874,-,,ok,zinur,1.5.10,1.5.50,,,1.6187811107e+18
2084,2094,RB.A78,RB,HWC 2021,2021-04-18 00:00:00,23:25:10.700000,Magnet quench,2021-04-18 23:25:10.671000,29,590.0,94,10.0,0.0,11510.5,6422.3,62.311424,PASS,PASS,808.6239674976,801.756213901499,C22L8,8016.0,3,36503.0,B22L8,3170.0,GHe propagation,EXT,,iQPS,4.78519962954545,,,24.47,3440.01,Pass,2065.0,2.0,01B,02K,11357,-,,ok,zinur,1.5.10,1.5.50,,,1.6187811107e+18
2085,2095,RB.A78,RB,HWC 2021,2021-04-18 00:00:00,23:25:10.700000,Magnet quench,2021-04-18 23:25:10.671000,29,590.0,94,10.0,0.0,11510.5,6422.3,62.311424,PASS,PASS,808.6239674976,801.756213901499,A23L8,364.0,4,310641.0,B23L8,0.0,GHe propagation,INT,,nQPS,0,,,,,Pass,1138.0,1.0,01B,02B5,11500,-,,ok,zinur,1.5.10,1.5.50,,,1.6187811107e+18
2086,2096,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,07:34:52.800000,Magnet quench,2021-04-19 07:34:52.762000,38,594.0,95,10.0,0.0,11769.7,6563.09,63.572,PASS,PASS,848.59,829.263,B12L4,11769.0,1,-10.0,B13L4,0.0,Training,INT,46.0,iQPS,8.09803,,,64.82,1248.24,Pass,1076.0,1.0,01B,02B5,12244,-475,,Training Quench,syammine,1.5.10,1.5.60,,,1.6188104928e+18
2087,2097,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,07:34:52.800000,Magnet quench,2021-04-19 07:34:52.762000,38,594.0,95,10.0,0.0,11769.7,6563.09,63.572,PASS,PASS,848.59,829.263,C12L4,8471.0,2,32526.0,B12L4,3299.0,GHe propagation,INT,,iQPS,7.37434,,,25.73,7831.63,Pass,1127.0,1.0,01B,02B5,11665,-,,Training Quench,syammine,1.5.10,1.5.60,,,1.6188104928e+18
2088,2098,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,07:34:52.800000,Magnet quench,2021-04-19 07:34:52.762000,38,594.0,95,10.0,0.0,11769.7,6563.09,63.572,PASS,PASS,848.59,829.263,A12L4,7930.0,3,38740.0,B12L4,3299.0,GHe propagation,INT,,iQPS,1.14722,,,36.9,5638.31,Pass,1232.0,1.0,01B,02B5,11284,-,,Training Quench,syammine,1.5.10,1.5.60,,,1.6188104928e+18
2089,2099,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,07:34:52.800000,Magnet quench,2021-04-19 07:34:52.762000,38,594.0,95,10.0,0.0,11769.7,6563.09,63.572,PASS,PASS,848.59,829.263,A13L4,2852.0,4,130321.0,B13L4,0.0,GHe propagation,EXT,,iQPS,-0.411779,,,2.04,2632.42,Pass,2120.0,2.0,01B,02B5,11562,-,,Training Quench,syammine,1.5.10,1.5.60,,,1.6188104928e+18
2090,2100,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,07:34:52.800000,Magnet quench,2021-04-19 07:34:53,38,594.0,95,10.0,0.0,11769.7,6563.09,63.572,PASS,PASS,848.59,829.263,B13L4,668.0,5,254233.0,B12L4,3299.0,GHe propagation,INT,,iQPS,0.0239259,,,,,Pass,2113.0,2.0,01B,02B5,11916,-,,Training Quench,syammine,1.5.10,1.5.60,,,1.6188104928e+18
2091,2101,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,C29L8,11534.0,1,-9.0,B29L8,3.0,Training,INT,70.0,iQPS,-12.5478587388888,,,36.25,8023.78,Pass,2033.0,2.0,01B,02K,10654,880,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2092,2102,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,B11L8,11531.0,2,128.0,B11L8,144.0,Training,INT,71.0,iQPS,-12.2501109249999,,,8.09,6751.06,Pass,3066.0,3.0,01B,02K,11695,-164,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2093,2103,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,A29L8,11505.0,3,540.0,B29L8,3.0,Training,INT,72.0,iQPS,-7.56659725,,,25.7,10742.48,Pass,1136.0,1.0,01B,02B5,12850,-1345,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2094,2104,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,B29L8,11474.0,4,824.0,B28L8,865.0,EM disturbance,INT,,iQPS,-2.79499183333333,,,25.1,10679.65,Pass,1009.0,1.0,01B,02B5,12158,-,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2095,2105,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,A11L8,8264.0,5,32898.0,B10L8,2690.0,GHe propagation,INT,,iQPS,-1.68763740624999,,,16.89,5111.17,Pass,3264.0,3.0,01B,02G,12112,-,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2096,2106,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,C28L8,4782.0,6,82937.0,B28L8,865.0,GHe propagation,EXT,,iQPS,0.628372236842105,,,36.15,4425.67,Pass,3015.0,3.0,01B,02K,12075,-,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2097,2107,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,B10L8,2375.0,7,144181.0,B11L8,144.0,GHe propagation,INT,,nQPS,-0.107798461538461,,,12.42,1660.3,Pass,3053.0,3.0,01B,02K,11668,-,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2098,2108,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,A30L8,2112.0,8,154247.0,B30L8,4313.0,GHe propagation,INT,,nQPS,-0.300963894736842,,,22.53,1069.7,Pass,3011.0,3.0,01E,02K,11717,-,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2099,2109,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,08:30:33,Magnet quench,2021-04-19 08:30:33.065000,35,590.0,94,10.0,0.0,11534.5,6291.013,62.271617,PASS,PASS,813.2106064952,807.8526114,A28L8,2112.0,9,154247.0,B28L8,865.0,nQPS lost reference,EXT,,nQPS,1.09042073563218,,,3.79,1900.7,Pass,3013.0,3.0,01E,02K,12290,-,,3 training quenches,bbordini,1.5.10,1.5.60,,,1.6188138331e+18
2100,2110,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,18:15:36,Magnet quench,2021-04-19 18:15:36,38,594.0,97,10.0,0.0,11775.9,6567.636,63.558714,PASS,PASS,846.8756579803,828.0677529984,B34L4,11775.0,1,-9.0,B34R3,10.0,Training,EXT,47.0,iQPS,-8.92874729545454,,,19,11732.38,Pass,1159.0,1.0,01B,02B5,11103,672,,Strange fast velocity quench 2; not sure about lost nQPS reference in quench 6 ,bbordini,1.5.10,1.5.60,,,1.61884893692e+18
2101,2111,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,18:15:36,Magnet quench,2021-04-19 18:15:36,38,594.0,97,10.0,0.0,11775.9,6567.636,63.558714,PASS,PASS,846.8756579803,828.0677529984,C34L4,8705.0,2,30024.0,B34L4,4666.0,GHe propagation,INT,,iQPS,12.0560458666666,,,54.53,997.48,Pass,2121.0,2.0,01B,02B5,10725,-,,Strange fast velocity quench 2; not sure about lost nQPS reference in quench 6 ,bbordini,1.5.10,1.5.60,,,1.61884893692e+18
2102,2112,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,18:15:36,Magnet quench,2021-04-19 18:15:36,38,594.0,97,10.0,0.0,11775.9,6567.636,63.558714,PASS,PASS,846.8756579803,828.0677529984,A34L4,8669.0,3,30427.0,B34L4,4666.0,GHe propagation,INT,,iQPS,3.21457418870967,,,52.05,3834.87,Pass,2112.0,2.0,01B,02B5,10970,-,,Strange fast velocity quench 2; not sure about lost nQPS reference in quench 6 ,bbordini,1.5.10,1.5.60,,,1.61884893692e+18
2103,2113,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,18:15:36,Magnet quench,2021-04-19 18:15:36,38,594.0,97,10.0,0.0,11775.9,6567.636,63.558714,PASS,PASS,846.8756579803,828.0677529984,C33L4,3738.0,4,106675.0,B33L4,3341.0,GHe propagation,EXT,,nQPS,-0.449248936170212,,,42.56,3404.95,Pass,2101.0,2.0,01B,02B5,10372,-,,Strange fast velocity quench 2; not sure about lost nQPS reference in quench 6 ,bbordini,1.5.10,1.5.60,,,1.61884893692e+18
2104,2114,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,18:15:36,Magnet quench,2021-04-19 18:15:36,38,594.0,97,10.0,0.0,11775.9,6567.636,63.558714,PASS,PASS,846.8756579803,828.0677529984,C34R3,2568.0,5,139410.0,B34R3,10.0,GHe propagation,EXT,,iQPS,-0.295257021276595,,,36.63,2140.34,Pass,1246.0,1.0,01B,02B8,11810,-,,Strange fast velocity quench 2; not sure about lost nQPS reference in quench 6 ,bbordini,1.5.10,1.5.60,,,1.61884893692e+18
2105,2115,RB.A34,RB,HWC 2021,2021-04-19 00:00:00,18:15:36,Magnet quench,2021-04-19 18:15:36,38,594.0,97,10.0,0.0,11775.9,6567.636,63.558714,PASS,PASS,846.8756579803,828.0677529984,A34R3,2564.0,6,139530.0,B34R3,10.0,nQPS lost reference,INT,,nQPS,0.878532703124999,,,12.23,1286.48,Pass,2177.0,2.0,01B,02C0,10986,-,,Strange fast velocity quench 2; not sure about lost nQPS reference in quench 6 ,bbordini,1.5.10,1.5.60,,,1.61884893692e+18
2106,2116,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,21:09:34,Magnet quench,2021-04-19 21:09:34,29,589.0,93,10.0,0.0,11540.3,6412.258,62.23181,PASS,PASS,812.016957495199,805.401847401499,A26R7,11540.0,1,-11.0,B26R7,10.0,Training,INT,73.0,iQPS,-6.23671124333333,,,27.56,202.54,Pass,1053.0,1.0,01B,02B5,11815,-275,177.0,second quench nQPS trip before sunglasses,bbordini,1.5.10,1.5.57,,,1.61885937468e+18
2107,2117,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,21:09:34,Magnet quench,2021-04-19 21:09:34,29,589.0,93,10.0,0.0,11540.3,6412.258,62.23181,PASS,PASS,812.016957495199,805.401847401499,B26R7,11534.0,2,154.0,B27R7,97.0,EM disturbance,INT,,nQPS,-5.42322630555555,,,39,11486.62,Pass,1038.0,1.0,01B,02B5,12310,-,,second quench nQPS trip before sunglasses,bbordini,1.5.10,1.5.57,,,1.61885937468e+18
2108,2118,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,21:09:34,Magnet quench,2021-04-19 21:09:34,29,589.0,93,10.0,0.0,11540.3,6412.258,62.23181,PASS,PASS,812.016957495199,805.401847401499,C26R7,8293.0,3,33138.0,B26R7,10.0,GHe propagation,INT,,iQPS,-0.187946354893617,,,73.38,121.52,Pass,1334.0,1.0,01B,02B5,11538,-,,second quench nQPS trip before sunglasses,bbordini,1.5.10,1.5.57,,,1.61885937468e+18
2109,2119,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,21:09:34,Magnet quench,2021-04-19 21:09:34,29,589.0,93,10.0,0.0,11540.3,6412.258,62.23181,PASS,PASS,812.016957495199,805.401847401499,A27R7,2600.0,4,139088.0,B27R7,97.0,GHe propagation,EXT,,iQPS,0.249663043478261,,,14.58,168.61,Pass,3039.0,3.0,01B,02K,10930,-,,second quench nQPS trip before sunglasses,bbordini,1.5.10,1.5.57,,,1.61885937468e+18
2110,2120,RB.A78,RB,HWC 2021,2021-04-19 00:00:00,21:09:34,Magnet quench,2021-04-19 21:09:34,29,589.0,93,10.0,0.0,11540.3,6412.258,62.23181,PASS,PASS,812.016957495199,805.401847401499,C25R7,1750.0,5,173906.0,B25R7,2470.0,GHe propagation,EXT,,iQPS,0.0416504790419161,,,29.04,1357.73,Pass,1006.0,1.0,01B,02B5,12657,-,,second quench nQPS trip before sunglasses,bbordini,1.5.10,1.5.57,,,1.61885937468e+18
2111,2121,RB.A34,RB,HWC 2021,2021-04-20 00:00:00,07:28:30.960000,Magnet quench,2021-04-20 07:28:30.924000,36,593.0,94,10.0,0.0,11786.3,6561.221,63.518907,PASS,PASS,844.6616709833,826.5885069984,B28R3,11786.0,1,-11.0,B29R3,-3.0,Training,INT,48.0,iQPS,10.679697390909,,,86,11781.4,Pass,2421.0,2.0,01B,02B5,11422,364,,,hagen,1.5.10,1.5.60,,,1.61889651096e+18
2112,2122,RB.A34,RB,HWC 2021,2021-04-20 00:00:00,07:28:30.960000,Magnet quench,2021-04-20 07:28:30.924000,36,593.0,94,10.0,0.0,11786.3,6561.221,63.518907,PASS,PASS,844.6616709833,826.5885069984,A28R3,11777.0,2,198.0,B28R3,223.0,Training adjacent,EXT,49.0,iQPS,-15.3575017499999,,,12,11012.49,Pass,2437.0,2.0,01B,02B5,10884,893,,,hagen,1.5.10,1.5.60,,,1.61889651096e+18
2113,2123,RB.A34,RB,HWC 2021,2021-04-20 00:00:00,07:28:30.960000,Magnet quench,2021-04-20 07:28:30.924000,36,593.0,94,10.0,0.0,11786.3,6561.221,63.518907,PASS,PASS,844.6616709833,826.5885069984,C28R3,10111.0,3,15504.0,B28R3,223.0,GHe propagation,INT,,iQPS,7.65632102333333,,,33.61,9106.14,Pass,2551.0,2.0,01B,02B5,10434,-,,,hagen,1.5.10,1.5.60,,,1.61889651096e+18
2114,2124,RB.A34,RB,HWC 2021,2021-04-20 00:00:00,07:28:30.960000,Magnet quench,2021-04-20 07:28:30.924000,36,593.0,94,10.0,0.0,11786.3,6561.221,63.518907,PASS,PASS,844.6616709833,826.5885069984,A29R3,5356.0,4,74588.0,B29R3,-3.0,GHe propagation,INT,,iQPS,0.763113578947368,,,26.7,3174.57,Pass,2419.0,2.0,01B,02B5,11422,-,,,hagen,1.5.10,1.5.60,,,1.61889651096e+18
2115,2125,RB.A34,RB,HWC 2021,2021-04-20 00:00:00,07:28:30.960000,Magnet quench,2021-04-20 07:28:30.924000,36,593.0,94,10.0,0.0,11786.3,6561.221,63.518907,PASS,PASS,844.6616709833,826.5885069984,B29R3,2944.0,5,127366.0,B28R3,223.0,GHe propagation,INT,,iQPS,0.278712606382978,,,31.04,990.09,Pass,2342.0,2.0,01B,02C9,11986,-,,,hagen,1.5.10,1.5.60,,,1.61889651096e+18
2116,2126,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,07:58:16.760000,Magnet quench,2021-04-20 07:58:16.729000,31,591.0,92,10.0,0.0,11551.1,6441.035,62.192003,PASS,PASS,813.4705729954,807.620716402,B22R7,11551.0,1,-10.0,B23R7,10.0,Training,INT,74.0,iQPS,-7.30597421428571,,,21.23,990.43,Pass,1023.0,1.0,01B,02B5,11135,416,602.0,,hagen,1.5.10,1.5.60,,,1.61889829676e+18
2117,2127,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,07:58:16.760000,Magnet quench,2021-04-20 07:58:16.729000,31,591.0,92,10.0,0.0,11551.1,6441.035,62.192003,PASS,PASS,813.4705729954,807.620716402,A22R7,8294.0,2,33413.0,B22R7,3586.0,GHe propagation,EXT,,iQPS,4.74169792272728,,,23.4,5239.97,Pass,3007.0,3.0,01E,02K,12363,-,,,hagen,1.5.10,1.5.60,,,1.61889829676e+18
2118,2128,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,07:58:16.760000,Magnet quench,2021-04-20 07:58:16.729000,31,591.0,92,10.0,0.0,11551.1,6441.035,62.192003,PASS,PASS,813.4705729954,807.620716402,C22R7,8258.0,3,33845.0,B22R7,3586.0,GHe propagation,EXT,,nQPS,5.36284193714285,,,26.5,5642.31,Pass,2020.0,2.0,01B,02K,11224,-,,,hagen,1.5.10,1.5.60,,,1.61889829676e+18
2119,2129,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,07:58:16.760000,Magnet quench,2021-04-20 07:58:16.729000,31,591.0,92,10.0,0.0,11551.1,6441.035,62.192003,PASS,PASS,813.4705729954,807.620716402,A23R7,2538.0,4,141380.0,B23R7,10.0,GHe propagation,EXT,,iQPS,0.182593157894736,,,24.75,994.41,Pass,3042.0,3.0,01B,02K,11964,-,,,hagen,1.5.10,1.5.60,,,1.61889829676e+18
2120,2130,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,18:35:12.240000,Magnet quench,2021-04-20 18:35:12.214000,26,590.0,94,10.0,0.0,11555.9,6453.017,62.271617,PASS,PASS,813.954516579296,808.098569751256,B26L8,11556.0,1,-11.0,B27L8,-6.0,Training,EXT,75.0,iQPS,15.37245355,,,15.47,8206.87,Pass,3044.0,3.0,01B,02K,11222,334,765.0,one QPS board of magnet A27L8 is not working properly,lfiscare,1.5.10,1.5.60,,,1.61893651224e+18
2121,2131,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,18:35:12.240000,Magnet quench,2021-04-20 18:35:12.214000,26,590.0,94,10.0,0.0,11555.9,6453.017,62.271617,PASS,PASS,813.954516579296,808.098569751256,A26L8,7832.0,2,38994.0,B26L8,3129.0,GHe propagation,INT,,iQPS,-1.85886594711538,,,40.4,993.72,Pass,3259.0,3.0,01B,02G,11710,-,,one QPS board of magnet A27L8 is not working properly,lfiscare,1.5.10,1.5.60,,,1.61893651224e+18
2122,2132,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,18:35:12.240000,Magnet quench,2021-04-20 18:35:12.214000,26,590.0,94,10.0,0.0,11555.9,6453.017,62.271617,PASS,PASS,813.954516579296,808.098569751256,C26L8,7802.0,3,39352.0,B26L8,3129.0,GHe propagation,INT,,iQPS,-2.91686107352941,,,25.12,4252.17,Pass,1040.0,1.0,01B,02B5,12092,-,,one QPS board of magnet A27L8 is not working properly,lfiscare,1.5.10,1.5.60,,,1.61893651224e+18
2123,2133,RB.A78,RB,HWC 2021,2021-04-20 00:00:00,18:35:12.240000,Magnet quench,2021-04-20 18:35:12.214000,26,590.0,94,10.0,0.0,11555.9,6453.017,62.271617,PASS,PASS,813.954516579296,808.098569751256,A27L8,641.0,4,262063.0,B27L8,-6.0,GHe propagation,INT,,iQPS,0,,,,,Pass,2030.0,2.0,01B,02K,7167,-,,one QPS board of magnet A27L8 is not working properly,lfiscare,1.5.10,1.5.60,,,1.61893651224e+18
2124,2134,RB.A45,RB,HWC 2021,2021-04-21 00:00:00,18:36:09.360000,Magnet quench,2021-04-21 18:36:09.325000,35,587.0,92,10.0,0.0,10677.0,5558.28,63.62506,PASS,PASS,750.315800480599,756.1961694762,A18R4,10677.0,1,-11.0,B18R4,-6.0,Training,EXT,1.0,iQPS,-9.32193816538461,,,33,10564.34,Pass,3179.0,3.0,01E,02G,10445,232,,,zinur,1.5.11,1.5.58,,,1.61902296936e+18
2125,2135,RB.A45,RB,HWC 2021,2021-04-21 00:00:00,18:36:09.360000,Magnet quench,2021-04-21 18:36:09.325000,35,587.0,92,10.0,0.0,10677.0,5558.28,63.62506,PASS,PASS,750.315800480599,756.1961694762,B18R4,7097.0,2,41102.0,B19R4,4203.0,GHe propagation,INT,,iQPS,1.34806976865671,,,34.23,4692.4,Pass,3221.0,3.0,01E,02G,8694,-,,,zinur,1.5.11,1.5.58,,,1.61902296936e+18
2126,2136,RB.A45,RB,HWC 2021,2021-04-21 00:00:00,18:36:09.360000,Magnet quench,2021-04-21 18:36:09.325000,35,587.0,92,10.0,0.0,10677.0,5558.28,63.62506,PASS,PASS,750.315800480599,756.1961694762,C18R4,4438.0,3,85231.0,B18R4,-6.0,GHe propagation,EXT,,iQPS,-0.598150056179775,,,6.86,1521.14,Pass,2133.0,2.0,01E,02B8,11890,-,,,zinur,1.5.11,1.5.58,,,1.61902296936e+18
2127,2137,RB.A45,RB,HWC 2021,2021-04-21 00:00:00,18:36:09.360000,Magnet quench,2021-04-21 18:36:09.325000,35,587.0,92,10.0,0.0,10677.0,5558.28,63.62506,PASS,PASS,750.315800480599,756.1961694762,C17R4,3182.0,4,115582.0,B17R4,3949.0,GHe propagation,INT,,iQPS,0.351253936170212,,,5.16,2325.28,Pass,1132.0,1.0,01B,02B5,6597,-,,,zinur,1.5.11,1.5.58,,,1.61902296936e+18
2128,2138,RB.A78,RB,HWC 2021,2021-04-21 00:00:00,17:30:36.160000,Heater-provoked,2021-04-21 17:30:36.129000,31,591.0,92,0.0,105.02,2000.0,212.764,21.34989,,PASS,140.467355,138.7952599595,B26L8,2000.0,1,83.0,B27L8,-11.0,Heater-provoked,EXT,,nQPS,1.02802913736263,,,,,Pass,3044.0,3.0,01B,02K,11222,-,,,zinur,1.5.11,1.5.58,,,1.61901903616e+18
2129,2139,RB.A78,RB,HWC 2021,2021-04-21 00:00:00,18:40:35.840000,Heater-provoked,2021-04-21 18:40:35.821000,19,588.0,93,0.0,106.66,2000.0,211.736,21.376427,,PASS,141.202096,145.4054879665,A27L8,2000.0,1,91.0,B27L8,-11.0,Heater-provoked,EXT,,nQPS,2.10168139772727,,,,,Pass,2030.0,2.0,01B,02K,7167,-,,,zinur,1.5.11,1.5.58,,,1.61902323584e+18
2130,2140,RB.A78,RB,HWC 2021,2021-04-21 00:00:00,20:23:10.460000,Magnet quench,2021-04-21 20:23:10.433000,27,589.0,93,10.0,0.0,11563.1,6421.309,62.245079,PASS,PASS,818.090723613467,809.082875401,C14R7,11563.0,1,-11.0,B14R7,-3.0,Training,INT,76.0,iQPS,-11.651961418500001,,,19.51,8574.56,Pass,2015.0,2.0,01B,02K,10896,667,,,zinur,1.5.11,1.5.58,,,1.61902939046e+18
2131,2141,RB.A78,RB,HWC 2021,2021-04-21 00:00:00,20:23:10.460000,Magnet quench,2021-04-21 20:23:10.433000,27,589.0,93,10.0,0.0,11563.1,6421.309,62.245079,PASS,PASS,818.090723613467,809.082875401,B14R7,8736.0,2,28370.0,B15R7,4023.0,GHe propagation,INT,,iQPS,-6.91461364333333,,,21.61,5490.68,Pass,1004.0,1.0,01B,02B5,11771,-,,,zinur,1.5.11,1.5.58,,,1.61902939046e+18
2132,2142,RB.A78,RB,HWC 2021,2021-04-21 00:00:00,20:23:10.460000,Magnet quench,2021-04-21 20:23:10.433000,27,589.0,93,10.0,0.0,11563.1,6421.309,62.245079,PASS,PASS,818.090723613467,809.082875401,A14R7,8698.0,3,28803.0,B14R7,-3.0,GHe propagation,INT,,iQPS,-5.425220035,,,27.72,6088.92,Pass,3030.0,3.0,01B,02K,12576,-,,,zinur,1.5.11,1.5.58,,,1.61902939046e+18
2133,2143,RB.A78,RB,HWC 2021,2021-04-21 00:00:00,20:23:10.460000,Magnet quench,2021-04-21 20:23:10.433000,27,589.0,93,10.0,0.0,11563.1,6421.309,62.245079,PASS,PASS,818.090723613467,809.082875401,A15R7,5613.0,4,69754.0,B15R7,4023.0,GHe propagation,EXT,,iQPS,0.775049680851063,,,34.36,2996.2,Pass,3020.0,3.0,01B,02K,12850,-,,,zinur,1.5.11,1.5.58,,,1.61902939046e+18
