,Unnamed: 0,Circuit Name,Circuit Family,Period,Date (FGC),Time (FGC),FPA Reason,Timestamp_PIC,Delta_t(FGC-PIC),Delta_t(EE_even-PIC),Delta_t(EE_odd-PIC),Ramp rate,Plateau duration,I_Q_circ,MIITS_circ,I_Earth_max,EE analysis,V feeler analysis,U_EE_max_ODD,U_EE_max_EVEN,Position,I_Q_M,Nr in Q event,Delta_t(iQPS-PIC),nQPS crate name,Delta_t(nQPS-PIC),Type of Quench,Quench origin,Quench count,QDS trigger origin,dU_iQPS/dt,V_symm_max,dV_symm/dt,R_DL_max,I at R_DL_max,QH analysis,Short magnet ID,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,dI_Q_Acc,dI_Q_LHC,Comment,Analysis performed by,lhcsmapi version,lhcsm notebook version,Unnamed: 46,Unnamed: 47,timestamp_fgc
449,453,RB.A34,RB,HWC 2015,2015-03-21 00:00:00,03:37:21,Converter trip,,,,,,,,,,,,,,B12L4,826.0,14,234885.0,,,Short-to-ground,,,nQPS,,,,,,,1076.0,1.0,01B,02B5,12244,-,,after earth fault,,,,,,1.42690544106e+18
450,454,RB.A34,RB,HWC 2015,2015-03-21 00:00:00,03:37:21,Converter trip,,,,,,,,,,,,,,B11L4,824.0,15,235084.0,,,Short-to-ground,,,nQPS,,,,,,,3114.0,3.0,01B,02G,10041,-,,after earth fault,,,,,,1.42690544106e+18
451,455,RB.A34,RB,HWC 2015,2015-03-21 00:00:00,03:37:21,Converter trip,,,,,,,,,,,,,,A18L4,755.0,16,240802.0,,,GHe propagation,,,iQPS,0.010000000000000009,,,,,,2181.0,2.0,01B,02C0,10699,-,,after earth fault,,,,,,1.42690544106e+18
452,456,RB.A34,RB,HWC 2015,2015-04-01 00:00:00,16:11:18,Heater-provoked,,,,,,,,,,,,,,C19L4,3500.0,1,-10.0,,,Heater-provoked,,,iQPS,,,,6,,,2174.0,2.0,01B,02C0,11275,-,,heater discharge to verify diode behavior,,,,,,1.42789747898e+18
453,457,RB.A34,RB,HWC 2015,2015-04-01 00:00:00,21:26:26,Magnet quench,,,,,,,,,,,,,,A17L4,11060.0,1,-7.0,,,Training,EXT,14.0,iQPS,5.555555555555556,,,19,,,3158.0,3.0,01B,02G,12645,-1585,,,,,,,,1.42791638642e+18
454,458,RB.A34,RB,HWC 2015,2015-04-01 00:00:00,21:26:26,Magnet quench,,,,,,,,,,,,,,B17L4,6773.0,2,48219.0,,,GHe propagation,,,iQPS,4.545454545454546,0.1,,14,,,2110.0,2.0,01B,02B5,11449,-,,,,,,,,1.42791638642e+18
455,459,RB.A34,RB,HWC 2015,2015-04-01 00:00:00,21:26:26,Magnet quench,,,,,,,,,,,,,,C16L4,4250.0,3,90905.0,,,GHe propagation,,,iQPS,0.14285714285714288,0.1,0.1428571428571428,10,,,2107.0,2.0,01B,02B5,10347,-,,,,,,,,1.42791638642e+18
456,460,RB.A34,RB,HWC 2015,2015-04-01 00:00:00,21:26:26,Magnet quench,,,,,,,,,,,,,,C17L4,4250.0,4,90941.0,,,nQPS lost reference,,,iQPS,0.5555555555555556,0.1,0.5,10,,,2169.0,2.0,01B,02C0,10820,-,,,,,,,,1.42791638642e+18
457,461,RB.A34,RB,HWC 2015,2015-04-02 00:00:00,05:37:32,Magnet quench,,,,,,95.0,,,,,,,,B8L4,11080.0,1,-11.0,,,Training,INT,15.0,iQPS,6.666666666666667,,,31,,,2196.0,2.0,01B,02C0,11088,-8,,"B8L4 -> triggered heaters in B8L4,B9L4,B10L4",,,,,,1.42794585218e+18
458,462,RB.A34,RB,HWC 2015,2015-04-02 00:00:00,05:37:32,Magnet quench,,,,,,,,,,,,,,A8L4,7822.0,2,34804.0,,,GHe propagation,,,iQPS,1.25,0.2,2.0,50,,,2091.0,2.0,01B,02K,11983,-,,,,,,,,1.42794585218e+18
459,463,RB.A34,RB,HWC 2015,2015-04-02 00:00:00,05:37:32,Magnet quench,,,,,,,,,,,,,,A9L4,1081.0,3,213495.0,,,GHe propagation,,,iQPS,0.07,0.1,0.0588235294117647,21,,,2115.0,2.0,01B,02B5,10700,-,,,,,,,,1.42794585218e+18
460,464,RB.A34,RB,HWC 2015,2015-04-03 00:00:00,08:42:00,Magnet quench,,,,,,1860.0,,,,,,,,A30L4,11080.0,1,-8.0,,,Training,INT,16.0,iQPS,7.142857142857143,,,20,,,2067.0,2.0,01B,02K,10875,205,,Also MQ.29L4 quenches due to thermal propagation.,,,,,,1.42804332064e+18
461,465,RB.A34,RB,HWC 2015,2015-04-03 00:00:00,08:42:00,Magnet quench,,,,,,,,,,,,,,B30L4,7655.0,2,36819.0,,,GHe propagation,,,iQPS,4,0.1,4.0,13,,,1065.0,1.0,01B,02B5,12584,-,,,,,,,,1.42804332064e+18
462,466,RB.A34,RB,HWC 2015,2015-04-03 00:00:00,08:42:00,Magnet quench,,,,,,,,,,,,,,C30L4,7620.0,3,37239.0,,,GHe propagation,,,iQPS,1.3333333333333335,0.1,1.3333333333333337,22,,,1111.0,1.0,01B,02B5,11781,-,,,,,,,,1.42804332064e+18
463,467,RB.A34,RB,HWC 2015,2015-04-03 00:00:00,08:42:00,Magnet quench,,,,,,,,,,,,,,C29L4,5420.0,4,68858.0,,,GHe propagation,,,iQPS,0.22222222222222224,0.3,0.6666666666666666,10,,,1087.0,1.0,01B,02B5,12547,-,,,,,,,,1.42804332064e+18
464,468,RB.A34,RB,HWC 2015,2015-04-03 00:00:00,08:42:00,Magnet quench,,,,,,,,,,,,,,B29L4,2150.0,5,151040.0,,,GHe propagation,,,iQPS,0.07,0.1,0.0833333333333333,,,,1239.0,1.0,01B,02B5,11786,-,,,,,,,,1.42804332064e+18
465,469,RB.A34,RB,HWC 2015,2015-04-03 00:00:00,08:42:00,Magnet quench,,,,,,,,,,,,,,A31L4,540.0,6,268336.0,,,GHe propagation,,,iQPS,0.020000000000000004,0.1,0.02,,,,1249.0,1.0,01B,02B8,11527,-,,,,,,,,1.42804332064e+18
466,470,RB.A34,RB,Operation 2015,2015-05-14 00:00:00,12:56:31,Magnet quench,,,,,,5640.0,,,,,,,,A12R3,10975.0,1,-10.0,,,Training,EXT,1.0,iQPS,6.66666666666667,,,24,,,2092.0,2.0,01B,02K,11489,-514,,"Quench during flattop during operation. Operators see no abnormal beam loss signals, so probably natural quench.",,,,,,1.43160099124e+18
467,471,RB.A34,RB,Operation 2015,2015-05-14 00:00:00,12:56:31,Magnet quench,,,,,,,,,,,,,,B12R3,8254.0,2,29465.0,,,GHe propagation,,,iQPS,1.7543859649122806,,,26,,,3074.0,3.0,01B,02K,11128,-,,,,,,,,1.43160099124e+18
468,472,RB.A34,RB,Operation 2015,2015-05-14 00:00:00,12:56:31,Magnet quench,,,,,,,,,,,,,,C12R3,6571.0,3,51488.0,,,GHe propagation,,,iQPS,0.3389830508474576,,,14,,,2173.0,2.0,01B,02C0,9408,-,,,,,,,,1.43160099124e+18
469,473,RB.A34,RB,Operation 2015,2015-05-14 00:00:00,12:56:31,Magnet quench,,,,,,,,,,,,,,A13R3,2962.0,4,125524.0,,,GHe propagation,,,iQPS,0.08,0.1,0.0714285714285714,8,,,3088.0,3.0,01B,02G,11361,-,,,,,,,,1.43160099124e+18
470,474,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,40320.0,,,,,,,,C33L4,10975.0,1,-8.0,,,Training,INT,2.0,iQPS,8.533333333333333,,,21,,,2101.0,2.0,01B,02B5,10372,603,,"Quench during flattop during operation. Operators see no abnormal beam loss signals, so probably natural quench.",,,,,,1.43403199314e+18
471,475,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,,,,,,,,,B33L4,7040.0,2,44743.0,,,GHe propagation,,,iQPS,0.1,0.07,0.7000000000000001,14,,,1183.0,1.0,01E,02C9,12834,-,,,,,,,,1.43403199314e+18
472,476,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,,,,,,,,,A33L4,7015.0,3,45185.0,,,EM disturbance,,,iQPS,5,0.07,0.7000000000000001,21,,,1178.0,1.0,01B,02B5,12097,-,,,,,,,,1.43403199314e+18
473,477,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,,,,,,,,,A34L4,6050.0,4,59304.0,,,GHe propagation,,,iQPS,2,0.06,0.6,27,,,2112.0,2.0,01B,02B5,10970,-,,,,,,,,1.43403199314e+18
474,478,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,,,,,,,,,B34L4,3700.0,5,104352.0,,,GHe propagation,,,iQPS,0.28571428571428575,,,4,,,1159.0,1.0,01B,02B5,11103,-,,,,,,,,1.43403199314e+18
475,479,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,,,,,,,,,B32L4,3680.0,6,104502.0,,,nQPS lost reference,,,nQPS,0.8,,,7,,,3080.0,3.0,01B,02K,10540,-,,,,,,,,1.43403199314e+18
476,480,RB.A34,RB,Operation 2015,2015-06-11 00:00:00,16:13:13,Magnet quench,,,,,,,,,,,,,,C34L4,1330.0,7,193797.0,,,GHe propagation,,,iQPS,,,,,,,2121.0,2.0,01B,02B5,10725,-,,,,,,,,1.43403199314e+18
477,481,RB.A34,RB,Operation 2015,2015-07-09 00:00:00,07:11:09,Magnet quench,,,,,,1020.0,,,,,,,,A11R3,10959.0,1,-9.0,,,Training,INT,3.0,iQPS,7.142857142857143,,,,,,2172.0,2.0,01B,02C0,10314,645,,Quenched at 10959 A just after starting ramp down from 10980 A,,,,,,1.43641866948e+18
478,482,RB.A34,RB,Operation 2015,2015-07-09 00:00:00,07:11:09,Magnet quench,,,,,,,,,,,,,,B11R3,10828.0,2,221.0,,,EM disturbance,,,nQPS,5,0.5,4.166666666666667,,,,1106.0,1.0,01B,02B5,12101,-,,,,,,,,1.43641866948e+18
479,483,RB.A34,RB,Operation 2015,2015-07-09 00:00:00,07:11:09,Magnet quench,,,,,,,,,,,,,,B10R3,3192.0,3,120164.0,,,GHe propagation,,,iQPS,0.3125,0.1,0.2631578947368421,,,,2175.0,2.0,01B,02C0,11262,-,,,,,,,,1.43641866948e+18
480,484,RB.A34,RB,Operation 2015,2015-11-12 00:00:00,19:47:05,Magnet quench,,,,,,15.0,,,,,,,,A14L4,11080.0,1,-8.0,,,Training,INT,4.0,iQPS,5,,,6,,,3119.0,3.0,01B,02G,12807,-1727,,,,,,,,1.44735402538e+18
481,485,RB.A34,RB,Operation 2015,2015-11-12 00:00:00,19:47:05,Magnet quench,,,,,,,,,,,,,,B14L4,6763.0,2,49470.0,,,GHe propagation,,,iQPS,4,,,32,,,1079.0,1.0,01B,02B5,12193,-,,,,,,,,1.44735402538e+18
482,486,RB.A34,RB,Operation 2015,2015-11-12 00:00:00,19:47:05,Magnet quench,,,,,,,,,,,,,,C13L4,4605.0,3,85373.0,,,GHe propagation,,,iQPS,0.5,0.02,,11,,,3101.0,3.0,01B,02G,9028,-,,,,,,,,1.44735402538e+18
483,487,RB.A34,RB,Operation 2015,2015-11-12 00:00:00,19:47:05,Magnet quench,,,,,,,,,,,,,,C14L4,3744.0,4,104367.0,,,GHe propagation,,,iQPS,0.4,0.15,,9,,,2199.0,2.0,01B,02C0,11670,-,,,,,,,,1.44735402538e+18
484,488,RB.A34,RB,HWC Dec 2016,2016-12-05 00:00:00,19:16:05,Magnet quench,,,,,,,,,,,,,,C14R3,11123.5,1,-10.0,,,Training,EXT,1.0,iQPS,5,,,15,,,3401.0,3.0,01B,02D,12290,-1166.5,,,,,,,,1.48096176578e+18
485,489,RB.A34,RB,HWC Dec 2016,2016-12-05 00:00:00,19:16:05,Magnet quench,,,,,,,,,,,,,,B14R3,5626.0,2,66406.0,,,GHe propagation,,,iQPS,2,,,15,,,1124.0,1.0,01B,02B5,12478,-,,,,,,,,1.48096176578e+18
486,490,RB.A34,RB,HWC Dec 2016,2016-12-05 00:00:00,19:16:05,Magnet quench,,,,,,,,,,,,,,A14R3,5590.0,3,67031.0,,,GHe propagation,,,iQPS,2.5,,,32,,,1093.0,1.0,01B,02B5,11582,-,,U_QS0 has a shape like it was ready to recover but the heaters finished the job ??? ,,,,,,1.48096176578e+18
487,491,RB.A34,RB,HWC Dec 2016,2016-12-05 00:00:00,19:16:05,Magnet quench,,,,,,,,,,,,,,A15R3,3807.0,4,101765.0,,,GHe propagation,,,iQPS,0.1,0.1,0.1333333333333333,5,,,1166.0,1.0,01B,02B5,11916,-,,,,,,,,1.48096176578e+18
488,492,RB.A34,RB,HWC Dec 2016,2016-12-05 00:00:00,19:16:05,Magnet quench,,,,,,,,,,,,,,B15R3,140.0,5,372468.0,,,GHe propagation,,,nQPS,,0.5,0.0083333333333333,,,,1064.0,1.0,01B,02B5,12638,-,,,,,,,,1.48096176578e+18
489,493,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,04:29:31,Magnet quench,,,,,,,,,,,,,,A17R3,11168.0,1,-9.0,,,Training,INT,2.0,iQPS,7.692307692307693,,,30,,,3155.0,3.0,01B,02G,11080,88,,,,,,,,1.48099497124e+18
490,494,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,04:29:31,Magnet quench,,,,,,,,,,,,,,B17R3,7421.0,2,40592.0,,,GHe propagation,,,iQPS,5.555555555555555,,,15,,,1181.0,1.0,01B,02B5,12226,-,,,,,,,,1.48099497124e+18
491,495,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,04:29:31,Magnet quench,,,,,,,,,,,,,,C17R3,7380.0,3,41111.0,,,GHe propagation,,,iQPS,3.3333333333333335,,,21,,,1113.0,1.0,01B,02B5,11483,-,,,,,,,,1.48099497124e+18
492,496,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,04:29:31,Magnet quench,,,,,,,,,,,,,,C16R3,1420.0,4,189369.0,,,GHe propagation,,,iQPS,0.065,0.1,0.05,15,,,2123.0,2.0,01B,02B5,6245,-,,,,,,,,1.48099497124e+18
493,497,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,04:29:31,Magnet quench,,,,,,,,,,,,,,A18R3,188.0,5,355682.0,,,GHe propagation,,,iQPS,0.002702702702702703,0.4,0.0108108108108108,,,,2080.0,2.0,01B,02K,10965,-,,,,,,,,1.48099497124e+18
494,498,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,04:29:31,Magnet quench,,,,,,,,,,,,,,A16R3,188.0,6,355910.0,,,nQPS lost reference,,,nQPS,,,,,,,2096.0,2.0,01B,02B5,10859,-,,,,,,,,1.48099497124e+18
495,499,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,15:05:17,Magnet quench,,,,,,,,,,,,,,C27L4,11186.0,1,-10.0,,,Training,EXT,3.0,iQPS,6.666666666666667,0.4,13.333333333333334,10.5,,,3400.0,3.0,01B,02D,11098,88,,,,,,,,1.48103311718e+18
496,500,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,15:05:17,Magnet quench,,,,,,,,,,,,,,B27L4,7630.0,2,38168.0,,,GHe propagation,,,iQPS,1.4285714285714286,,,28.5,,,2070.0,2.0,01B,02K,10387,-,,,,,,,,1.48103311718e+18
497,501,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,15:05:17,Magnet quench,,,,,,,,,,,,,,A27L4,5946.0,3,61555.0,,,GHe propagation,,,iQPS,0.33333333333333337,,,6.5,,,2208.0,2.0,01B,02C0,10982,-,,,,,,,,1.48103311718e+18
498,502,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,15:05:17,Magnet quench,,,,,,,,,,,,,,C26L4,1703.0,4,173862.0,,,GHe propagation,,,nQPS,0.03,0.5,0.0833333333333333,3.9,,,2078.0,2.0,01B,02K,11895,-,,,,,,,,1.48103311718e+18
499,503,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,23:05:42,Magnet quench,,,,,,,,,,,,,,B27L4,11241.0,1,-10.0,,,Training,EXT,4.0,iQPS,5,,,29,,,2070.0,2.0,01B,02K,10387,854,,,,,,,,1.4810619425e+18
500,504,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,23:05:42,Magnet quench,,,,,,,,,,,,,,A27L4,8321.0,2,30125.0,,,GHe propagation,,,iQPS,0.8333333333333334,0.65,6.5,8,,,2208.0,2.0,01B,02C0,10982,-,,,,,,,,1.4810619425e+18
501,505,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,23:05:42,Magnet quench,,,,,,,,,,,,,,C27L4,8277.0,3,30619.0,,,GHe propagation,,,iQPS,2,0.13,1.3,6,,,3400.0,3.0,01B,02D,11098,-,,,,,,,,1.4810619425e+18
502,506,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,23:05:42,Magnet quench,,,,,,,,,,,,,,C26L4,4624.0,4,84423.0,,,GHe propagation,,,iQPS,0.28571428571428575,0.08,0.1999999999999999,8,,,2078.0,2.0,01B,02K,11895,-,,,,,,,,1.4810619425e+18
503,507,RB.A34,RB,HWC Dec 2016,2016-12-06 00:00:00,23:05:42,Magnet quench,,,,,,,,,,,,,,B26L4,2657.0,5,133481.0,,,GHe propagation,,,iQPS,0.10869565217391304,0.04,0.0235294117647058,5,,,3402.0,3.0,01B,02D,12014,-,,,,,,,,1.4810619425e+18
504,508,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,08:04:38,Magnet quench,,,,,,,,,,,,,,A20L4,11319.0,1,-10.0,,,Training,EXT,5.0,iQPS,7.7,,,9,,,3151.0,3.0,01B,02G,11485,-166,,,,,,,,1.48109427844e+18
505,509,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,08:04:38,Magnet quench,,,,,,,,,,,,,,B20L4,11318.0,2,194.0,,,EM disturbance,,,nQPS,,,,15,,,1070.0,1.0,01B,02B5,11959,-,,,,,,,,1.48109427844e+18
506,510,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,08:04:38,Magnet quench,,,,,,,,,,,,,,C20L4,9450.0,3,18382.0,,,GHe propagation,,,iQPS,7,0.15,1.4999999999999998,17,,,3089.0,3.0,01B,02G,11054,-,,"Type in the iQPS timestamp corrected. 30/04/2020, Zinur",,,,,,1.48109427844e+18
507,511,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,08:04:38,Magnet quench,,,,,,,,,,,,,,A21L4,2418.0,4,142543.0,,,GHe propagation,,,iQPS,1.4,0.12,0.1333333333333333,2,,,1080.0,1.0,01B,02B5,8764,-,,"Type in the iQPS timestamp corrected. 30/04/2020, Zinur",,,,,,1.48109427844e+18
508,512,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,17:08:11,Magnet quench,,,,,,,,,,,,,,C20L4,11366.5,1,-9.0,,,Training,EXT,6.0,iQPS,6.666666666666667,,,15,,,3089.0,3.0,01B,02G,11054,312.5,,,,,,,,1.48112689104e+18
509,513,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,17:08:11,Magnet quench,,,,,,,,,,,,,,B20L4,6533.0,2,54240.0,,,GHe propagation,,,iQPS,0.25,0.09,0.4499999999999999,12,,,1070.0,1.0,01B,02B5,11959,-,,,,,,,,1.48112689104e+18
510,514,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,17:08:11,Magnet quench,,,,,,,,,,,,,,A20L4,6492.0,3,54818.0,,,GHe propagation,,,iQPS,0.5,,,6,,,3151.0,3.0,01B,02G,11485,-,,"Very erratic quench sinal, U_QS0 for both boards",,,,,,1.48112689104e+18
511,515,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,17:08:11,Magnet quench,,,,,,,,,,,,,,A21L4,5610.0,4,68186.0,,,GHe propagation,,,iQPS,1.11111111111111,0.08,0.7999999999999999,5,,,1080.0,1.0,01B,02B5,8764,-,,,,,,,,1.48112689104e+18
512,516,RB.A34,RB,HWC Dec 2016,2016-12-07 00:00:00,17:08:11,Magnet quench,,,,,,,,,,,,,,B21L4,2927.0,5,125997.0,,,GHe propagation,,,iQPS,0.2222222222222222,0.11,0.22,0,,,3135.0,3.0,01B,02G,10178,-,,,,,,,,1.48112689104e+18
513,517,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Magnet quench,,,,,,,,,,,,,,C21L4,11416.0,1,-8.0,,,Training,INT,7.0,iQPS,6.25,,,25,,,3399.0,3.0,01B,02D,9636,1780,,,,,,,,1.48115943612e+18
514,518,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Magnet quench,,,,,,,,,,,,,,C12L4,11415.0,2,343.0,,,Training,INT,8.0,iQPS,8,,,16,,,1127.0,1.0,01B,02B5,11665,-250,,,,,,,,1.48115943612e+18
515,519,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Magnet quench,,,,,,,,,,,,,,A12L4,11374.0,3,809.0,,,EM disturbance,,,nQPS,,,,12,,,1232.0,1.0,01B,02B5,11284,-,,,,,,,,1.48115943612e+18
516,520,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Magnet quench,,,,,,,,,,,,,,B12L4,11359.0,4,983.0,,,EM disturbance,,,iQPS,5,,,23,,,1076.0,1.0,01B,02B5,12244,-,,,,,,,,1.48115943612e+18
517,521,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B13L4,11297.0,5,1486.0,,,Short-to-ground,,,,57.6,,,33,,,2113.0,2.0,01B,02B5,11916,-,,,,,,,,1.48115943612e+18
518,522,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,C14L4,11296.0,6,1491.0,,,Short-to-ground,,,,46.5,,,19,,,2199.0,2.0,01B,02C0,11670,-,,,,,,,,1.48115943612e+18
519,523,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A14L4,11296.0,7,1495.0,,,Short-to-ground,,,,13.6,,,5,,,3119.0,3.0,01B,02G,12807,-,,,,,,,,1.48115943612e+18
520,524,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A11L4,11293.0,8,1513.0,,,Short-to-ground,,,,36.5,,,30,,,2085.0,2.0,01B,02K,11527,-,,,,,,,,1.48115943612e+18
521,525,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A8L4,11293.0,9,1513.0,,,Short-to-ground,,,,,,,48,,,2091.0,2.0,01B,02K,11983,-,,,,,,,,1.48115943612e+18
522,526,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A9L4,11293.0,10,1513.0,,,Short-to-ground,,,,,,,33,,,2115.0,2.0,01B,02B5,10700,-,,,,,,,,1.48115943612e+18
523,527,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A10L4,11281.0,11,1514.0,,,Short-to-ground,,,,,,,18,,,1145.0,1.0,01B,02B5,11985,-,,,,,,,,1.48115943612e+18
524,528,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B14L4,11280.0,12,1612.0,,,Short-to-ground,,,,,,,34,,,1079.0,1.0,01B,02B5,12193,-,,"smooth signal, but fast in time.",,,,,,1.48115943612e+18
525,529,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B10L4,11205.0,13,2085.0,,,GHe propagation,,,iQPS,5.555555555555555,,,20,,,2126.0,2.0,01B,02B5,11723,-,,,,,,,,1.48115943612e+18
526,530,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,C13L4,9176.0,14,20427.0,,,EM disturbance,,,iQPS,1.25,,,20,,,3101.0,3.0,01B,02G,9028,-,,signal not smooth.,,,,,,1.48115943612e+18
527,531,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A13L4,9170.0,15,20477.0,,,GHe propagation,,,iQPS,10,,,9,,,2120.0,2.0,01B,02B5,11562,-,,,,,,,,1.48115943612e+18
528,532,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B11L4,8456.0,16,27454.0,,,GHe propagation,,,iQPS,3.225806451612903,,,22,,,3114.0,3.0,01B,02G,10041,-,,,,,,,,1.48115943612e+18
529,533,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B9L4,8452.0,17,27571.0,,,EM disturbance,,,iQPS,33.5,,,16,,,3108.0,3.0,01B,02G,11162,-,,"Perturbation, but smooth U_QS0 rise",,,,,,1.48115943612e+18
530,534,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B8L4,8452.0,18,27612.0,,,EM disturbance,,,iQPS,50,,,34,,,2196.0,2.0,01B,02C0,11088,-,,"Perturbation, but smooth U_QS0 rise",,,,,,1.48115943612e+18
531,535,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,B21L4,7313.0,19,39797.0,,,GHe propagation,,,iQPS,0.7142857142857143,,,10,,,3135.0,3.0,01B,02G,10178,-,,,,,,,,1.48115943612e+18
532,536,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A21L4,3933.0,20,89605.0,,,GHe propagation,,,iQPS,0.125,0.1,9.090909090909092e-05,4,,,1080.0,1.0,01B,02B5,8764,-,,,,,,,,1.48115943612e+18
533,537,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A15L4,3833.0,21,91542.0,,,GHe propagation,,,iQPS,0.5,,,9,,,3396.0,3.0,01B,02D,10003,-,,,,,,,,1.48115943612e+18
534,538,RB.A34,RB,HWC Dec 2016,2016-12-08 00:00:00,02:10:36,Converter trip,,,,,,,,,,,,,,A22L4,2460.0,22,124013.0,,,GHe propagation,,,iQPS,0.125,0.1,0.000125,,,,1165.0,1.0,01B,02B5,11750,-,,,,,,,,1.48115943612e+18
535,539,RB.A34,RB,Operation 2018,2018-06-07 00:00:00,14:35:51,Magnet quench,,,,,,,,,,,,,,A22R3,10796.0,1,-10.0,,,Beam-induced,EXT,,iQPS,100,,,30,,,1085.0,1.0,01B,02B5,11859,-,,,,,,,,1.52837495192e+18
536,540,RB.A34,RB,Operation 2018,2018-06-07 00:00:00,14:35:51,Magnet quench,,,,,,,,,,,,,,B22R3,10789.0,2,216.0,,,EM disturbance,INT,,iQPS,2.2222222222222223,,,15,,,3118.0,3.0,01B,02G,11056,-,,,,,,,,1.52837495192e+18
537,541,RB.A34,RB,Operation 2018,2018-06-07 00:00:00,14:35:51,Magnet quench,,,,,,,,,,,,,,C22R3,10772.0,3,511.0,,,EM disturbance,EXT,,iQPS,1.2,,,12.5,,,1071.0,1.0,01B,02B5,12509,-,,,,,,,,1.52837495192e+18
538,542,RB.A34,RB,Operation 2018,2018-06-07 00:00:00,14:35:51,Magnet quench,,,,,,,,,,,,,,A23R3,4655.0,4,81427.0,,,GHe propagation,EXT,,iQPS,0.16666666666666666,0.1,0.25,6,,,2430.0,2.0,01B,02B5,10884,-,,,,,,,,1.52837495192e+18
