,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,Circuit,#Segment
630,B12L6_1,DCBB.13L6.R,MB.C12L6,MB.B13L6,3,16174.9723,16137.1823,B12L6,1,RB.A56,7
631,B12L6_2,DCBB.A14L6.R,MB.B13L6,MB.A14L6,3,16137.1823,16099.3923,B12L6,2,RB.A56,8
632,B14L6_0,DCBB.B14L6.R,MB.A14L6,MB.C14L6,2,16099.3923,16068.0723,B14L6,0,RB.A56,9
633,B14L6_1,DCBB.15L6.R,MB.C14L6,MB.B15L6,3,16068.0723,16030.2823,B14L6,1,RB.A56,10
634,B14L6_2,DCBB.A16L6.R,MB.B15L6,MB.A16L6,3,16030.2823,15992.4923,B14L6,2,RB.A56,11
635,B16L6_0,DCBB.B16L6.R,MB.A16L6,MB.C16L6,2,15992.4923,15961.1723,B16L6,0,RB.A56,12
636,B16L6_1,DCBB.17L6.R,MB.C16L6,MB.B17L6,3,15961.1723,15923.3823,B16L6,1,RB.A56,13
637,B16L6_2,DCBB.A18L6.R,MB.B17L6,MB.A18L6,3,15923.3823,15885.5923,B16L6,2,RB.A56,14
638,B18L6_0,DCBB.B18L6.R,MB.A18L6,MB.C18L6,2,15885.5923,15854.2723,B18L6,0,RB.A56,15
639,B18L6_1,DCBB.19L6.R,MB.C18L6,MB.B19L6,3,15854.2723,15816.4823,B18L6,1,RB.A56,16
640,B18L6_2,DCBB.A20L6.R,MB.B19L6,MB.A20L6,3,15816.4823,15778.6923,B18L6,2,RB.A56,17
641,B20L6_0,DCBB.B20L6.R,MB.A20L6,MB.C20L6,2,15778.6923,15747.3723,B20L6,0,RB.A56,18
642,B20L6_1,DCBB.21L6.R,MB.C20L6,MB.B21L6,3,15747.3723,15709.5823,B20L6,1,RB.A56,19
643,B20L6_2,DCBB.A22L6.R,MB.B21L6,MB.A22L6,3,15709.5823,15671.7923,B20L6,2,RB.A56,20
644,B22L6_0,DCBB.B22L6.R,MB.A22L6,MB.C22L6,2,15671.7923,15640.4723,B22L6,0,RB.A56,21
645,B22L6_1,DCBB.23L6.R,MB.C22L6,MB.B23L6,3,15640.4723,15602.6823,B22L6,1,RB.A56,22
646,B22L6_2,DCBB.A24L6.R,MB.B23L6,MB.A24L6,3,15602.6823,15564.8923,B22L6,2,RB.A56,23
647,B24L6_0,DCBB.B24L6.R,MB.A24L6,MB.C24L6,2,15564.8923,15533.5723,B24L6,0,RB.A56,24
648,B24L6_1,DCBB.25L6.R,MB.C24L6,MB.B25L6,3,15533.5723,15495.7823,B24L6,1,RB.A56,25
649,B24L6_2,DCBB.A26L6.R,MB.B25L6,MB.A26L6,3,15495.7823,15457.9923,B24L6,2,RB.A56,26
650,B26L6_0,DCBB.B26L6.R,MB.A26L6,MB.C26L6,2,15457.9923,15426.6723,B26L6,0,RB.A56,27
651,B26L6_1,DCBB.27L6.R,MB.C26L6,MB.B27L6,3,15426.6723,15388.8823,B26L6,1,RB.A56,28
652,B26L6_2,DCBB.A28L6.R,MB.B27L6,MB.A28L6,3,15388.8823,15351.0923,B26L6,2,RB.A56,29
653,B28L6_0,DCBB.B28L6.R,MB.A28L6,MB.C28L6,2,15351.0923,15319.7723,B28L6,0,RB.A56,30
654,B28L6_1,DCBB.29L6.R,MB.C28L6,MB.B29L6,3,15319.7723,15281.9823,B28L6,1,RB.A56,31
655,B28L6_2,DCBB.A30L6.R,MB.B29L6,MB.A30L6,3,15281.9823,15244.1923,B28L6,2,RB.A56,32
656,B30L6_0,DCBB.B30L6.R,MB.A30L6,MB.C30L6,2,15244.1923,15212.8723,B30L6,0,RB.A56,33
657,B30L6_1,DCBB.31L6.R,MB.C30L6,MB.B31L6,3,15212.8723,15175.0823,B30L6,1,RB.A56,34
658,B30L6_2,DCBB.A32L6.R,MB.B31L6,MB.A32L6,3,15175.0823,15137.2923,B30L6,2,RB.A56,35
659,B32L6_0,DCBB.B32L6.R,MB.A32L6,MB.C32L6,2,15137.2923,15105.9723,B32L6,0,RB.A56,36
660,B32L6_1,DCBB.33L6.R,MB.C32L6,MB.B33L6,3,15105.9723,15068.1823,B32L6,1,RB.A56,37
661,B32L6_2,DCBB.A34L6.R,MB.B33L6,MB.A34L6,3,15068.1823,15030.3923,B32L6,2,RB.A56,38
662,B34L6_0,DCBB.B34L6.R,MB.A34L6,MB.C34L6,2,15030.3923,14999.0723,B34L6,0,RB.A56,39
663,B34L6_1,DCBB.34R5.R,MB.C34L6,MB.B34R5,3,14999.0723,14961.2823,B34L6,1,RB.A56,40
664,B34L6_2,DCBB.B33R5.R,MB.B34R5,MB.C33R5,3,14961.2823,14923.4923,B34L6,2,RB.A56,41
665,B33R5_0,DCBB.A33R5.R,MB.C33R5,MB.A33R5,2,14923.4923,14892.1723,B33R5,0,RB.A56,42
666,B33R5_1,DCBB.32R5.R,MB.A33R5,MB.B32R5,3,14892.1723,14854.3823,B33R5,1,RB.A56,43
667,B31R5_0,DCBB.B31R5.R,MB.B32R5,MB.C31R5,3,14854.3823,14816.5923,B31R5,0,RB.A56,44
668,B31R5_1,DCBB.A31R5.R,MB.C31R5,MB.A31R5,2,14816.5923,14785.2723,B31R5,1,RB.A56,45
669,B31R5_2,DCBB.30R5.R,MB.A31R5,MB.B30R5,3,14785.2723,14747.4823,B31R5,2,RB.A56,46
670,B29R5_0,DCBB.B29R5.R,MB.B30R5,MB.C29R5,3,14747.4823,14709.6923,B29R5,0,RB.A56,47
671,B29R5_1,DCBB.A29R5.R,MB.C29R5,MB.A29R5,2,14709.6923,14678.3723,B29R5,1,RB.A56,48
672,B29R5_2,DCBB.28R5.R,MB.A29R5,MB.B28R5,3,14678.3723,14640.5823,B29R5,2,RB.A56,49
673,B27R5_0,DCBB.B27R5.R,MB.B28R5,MB.C27R5,3,14640.5823,14602.7923,B27R5,0,RB.A56,50
674,B27R5_1,DCBB.A27R5.R,MB.C27R5,MB.A27R5,2,14602.7923,14571.4723,B27R5,1,RB.A56,51
675,B27R5_2,DCBB.26R5.R,MB.A27R5,MB.B26R5,3,14571.4723,14533.6823,B27R5,2,RB.A56,52
676,B25R5_0,DCBB.B25R5.R,MB.B26R5,MB.C25R5,3,14533.6823,14495.8923,B25R5,0,RB.A56,53
677,B25R5_1,DCBB.A25R5.R,MB.C25R5,MB.A25R5,2,14495.8923,14464.5723,B25R5,1,RB.A56,54
678,B25R5_2,DCBB.24R5.R,MB.A25R5,MB.B24R5,3,14464.5723,14426.7823,B25R5,2,RB.A56,55
679,B23R5_0,DCBB.B23R5.R,MB.B24R5,MB.C23R5,3,14426.7823,14388.9923,B23R5,0,RB.A56,56
680,B23R5_1,DCBB.A23R5.R,MB.C23R5,MB.A23R5,2,14388.9923,14357.6723,B23R5,1,RB.A56,57
681,B23R5_2,DCBB.22R5.R,MB.A23R5,MB.B22R5,3,14357.6723,14319.8823,B23R5,2,RB.A56,58
682,B21R5_0,DCBB.B21R5.R,MB.B22R5,MB.C21R5,3,14319.8823,14282.0923,B21R5,0,RB.A56,59
683,B21R5_1,DCBB.A21R5.R,MB.C21R5,MB.A21R5,2,14282.0923,14250.7723,B21R5,1,RB.A56,60
684,B21R5_2,DCBB.20R5.R,MB.A21R5,MB.B20R5,3,14250.7723,14212.9823,B21R5,2,RB.A56,61
685,B19R5_0,DCBB.B19R5.R,MB.B20R5,MB.C19R5,3,14212.9823,14175.1923,B19R5,0,RB.A56,62
686,B19R5_1,DCBB.A19R5.R,MB.C19R5,MB.A19R5,2,14175.1923,14143.8723,B19R5,1,RB.A56,63
687,B19R5_2,DCBB.18R5.R,MB.A19R5,MB.B18R5,3,14143.8723,14106.0823,B19R5,2,RB.A56,64
688,B17R5_0,DCBB.B17R5.R,MB.B18R5,MB.C17R5,3,14106.0823,14068.2923,B17R5,0,RB.A56,65
689,B17R5_1,DCBB.A17R5.R,MB.C17R5,MB.A17R5,2,14068.2923,14036.9723,B17R5,1,RB.A56,66
690,B17R5_2,DCBB.16R5.R,MB.A17R5,MB.B16R5,3,14036.9723,13999.1823,B17R5,2,RB.A56,67
691,B15R5_0,DCBB.B15R5.R,MB.B16R5,MB.C15R5,3,13999.1823,13961.3923,B15R5,0,RB.A56,68
692,B15R5_1,DCBB.A15R5.R,MB.C15R5,MB.A15R5,2,13961.3923,13930.0723,B15R5,1,RB.A56,69
693,B15R5_2,DCBB.14R5.R,MB.A15R5,MB.B14R5,3,13930.0723,13892.2823,B15R5,2,RB.A56,70
694,B13R5_0,DCBB.B13R5.R,MB.B14R5,MB.C13R5,3,13892.2823,13854.4923,B13R5,0,RB.A56,71
695,B13R5_1,DCBB.A13R5.R,MB.C13R5,MB.A13R5,2,13854.4923,13823.1723,B13R5,1,RB.A56,72
696,B13R5_2,DCBB.12R5.R,MB.A13R5,MB.B12R5,3,13823.1723,13785.3823,B13R5,2,RB.A56,73
697,B11R5_0,DCBB.11R5.R,MB.B12R5,MB.B11R5,4,13785.3823,13732.6006,B11R5,0,RB.A56,74
698,B11R5_1,DCBB.10R5.R,MB.B11R5,MB.B10R5,3,13732.6006,13693.5356,B11R5,1,RB.A56,75
699,B11R5_2,DCBB.9R5.R,MB.B10R5,MB.B9R5,3,13693.5356,13653.0706,B11R5,2,RB.A56,76
700,B9R5_0,DCBB.8R5.R,MB.B9R5,MB.B8R5,3,13653.0706,13614.0056,B9R5,0,RB.A56,77
701,B9R5_1,DCBD.7R5.R,MB.B8R5,DFLAS.7R5.1,5,13614.0056,13584.2756,B9R5,1,RB.A56,78
702,B8R5_0,DCBQ.7R5.L,DFLAS.7R5.2,MB.A8R5,4,13583.9356,13598.3456,B8R5,0,RB.A56,79
703,B8R5_1,DCBQ.8R5.L,MB.A8R5,MB.A9R5,3,13598.3456,13637.4106,B8R5,1,RB.A56,80
704,B10R5_0,DCBQ.9R5.L,MB.A9R5,MB.A10R5,3,13637.4106,13677.8756,B10R5,0,RB.A56,81
705,B10R5_1,DCBQ.10R5.L,MB.A10R5,MB.A11R5,3,13677.8756,13716.9406,B10R5,1,RB.A56,82
706,B10R5_2,DCBQ.11R5.L,MB.A11R5,MB.A12R5,4,13716.9406,13769.7223,B10R5,2,RB.A56,83
707,B12R5_0,DCBB.12R5.L,MB.A12R5,MB.C12R5,2,13769.7223,13801.0423,B12R5,0,RB.A56,84
708,B12R5_1,DCBB.A13R5.L,MB.C12R5,MB.B13R5,3,13801.0423,13838.8323,B12R5,1,RB.A56,85
709,B12R5_2,DCBQ.13R5.L,MB.B13R5,MB.A14R5,3,13838.8323,13876.6223,B12R5,2,RB.A56,86
710,B14R5_0,DCBB.14R5.L,MB.A14R5,MB.C14R5,2,13876.6223,13907.9423,B14R5,0,RB.A56,87
711,B14R5_1,DCBB.A15R5.L,MB.C14R5,MB.B15R5,3,13907.9423,13945.7323,B14R5,1,RB.A56,88
712,B14R5_2,DCBQ.15R5.L,MB.B15R5,MB.A16R5,3,13945.7323,13983.5223,B14R5,2,RB.A56,89
713,B16R5_0,DCBB.16R5.L,MB.A16R5,MB.C16R5,2,13983.5223,14014.8423,B16R5,0,RB.A56,90
714,B16R5_1,DCBB.A17R5.L,MB.C16R5,MB.B17R5,3,14014.8423,14052.6323,B16R5,1,RB.A56,91
715,B16R5_2,DCBQ.17R5.L,MB.B17R5,MB.A18R5,3,14052.6323,14090.4223,B16R5,2,RB.A56,92
716,B18R5_0,DCBB.18R5.L,MB.A18R5,MB.C18R5,2,14090.4223,14121.7423,B18R5,0,RB.A56,93
717,B18R5_1,DCBB.A19R5.L,MB.C18R5,MB.B19R5,3,14121.7423,14159.5323,B18R5,1,RB.A56,94
718,B18R5_2,DCBQ.19R5.L,MB.B19R5,MB.A20R5,3,14159.5323,14197.3223,B18R5,2,RB.A56,95
719,B20R5_0,DCBB.20R5.L,MB.A20R5,MB.C20R5,2,14197.3223,14228.6423,B20R5,0,RB.A56,96
720,B20R5_1,DCBB.A21R5.L,MB.C20R5,MB.B21R5,3,14228.6423,14266.4323,B20R5,1,RB.A56,97
721,B20R5_2,DCBQ.21R5.L,MB.B21R5,MB.A22R5,3,14266.4323,14304.2223,B20R5,2,RB.A56,98
722,B22R5_0,DCBB.22R5.L,MB.A22R5,MB.C22R5,2,14304.2223,14335.5423,B22R5,0,RB.A56,99
723,B22R5_1,DCBB.A23R5.L,MB.C22R5,MB.B23R5,3,14335.5423,14373.3323,B22R5,1,RB.A56,100
724,B22R5_2,DCBQ.23R5.L,MB.B23R5,MB.A24R5,3,14373.3323,14411.1223,B22R5,2,RB.A56,101
725,B24R5_0,DCBB.24R5.L,MB.A24R5,MB.C24R5,2,14411.1223,14442.4423,B24R5,0,RB.A56,102
726,B24R5_1,DCBB.A25R5.L,MB.C24R5,MB.B25R5,3,14442.4423,14480.2323,B24R5,1,RB.A56,103
727,B24R5_2,DCBQ.25R5.L,MB.B25R5,MB.A26R5,3,14480.2323,14518.0223,B24R5,2,RB.A56,104
728,B26R5_0,DCBB.26R5.L,MB.A26R5,MB.C26R5,2,14518.0223,14549.3423,B26R5,0,RB.A56,105
729,B26R5_1,DCBB.A27R5.L,MB.C26R5,MB.B27R5,3,14549.3423,14587.1323,B26R5,1,RB.A56,106
730,B26R5_2,DCBQ.27R5.L,MB.B27R5,MB.A28R5,3,14587.1323,14624.9223,B26R5,2,RB.A56,107
731,B28R5_0,DCBB.28R5.L,MB.A28R5,MB.C28R5,2,14624.9223,14656.2423,B28R5,0,RB.A56,108
732,B28R5_1,DCBB.A29R5.L,MB.C28R5,MB.B29R5,3,14656.2423,14694.0323,B28R5,1,RB.A56,109
733,B28R5_2,DCBQ.29R5.L,MB.B29R5,MB.A30R5,3,14694.0323,14731.8223,B28R5,2,RB.A56,110
734,B30R5_0,DCBB.30R5.L,MB.A30R5,MB.C30R5,2,14731.8223,14763.1423,B30R5,0,RB.A56,111
735,B30R5_1,DCBB.A31R5.L,MB.C30R5,MB.B31R5,3,14763.1423,14800.9323,B30R5,1,RB.A56,112
736,B30R5_2,DCBQ.31R5.L,MB.B31R5,MB.A32R5,3,14800.9323,14838.7223,B30R5,2,RB.A56,113
737,B32R5_0,DCBB.32R5.L,MB.A32R5,MB.C32R5,2,14838.7223,14870.0423,B32R5,0,RB.A56,114
738,B32R5_1,DCBB.A33R5.L,MB.C32R5,MB.B33R5,3,14870.0423,14907.8323,B32R5,1,RB.A56,115
739,B32R5_2,DCBQ.33R5.L,MB.B33R5,MB.A34R5,3,14907.8323,14945.6223,B32R5,2,RB.A56,116
740,B34R5_0,DCBB.34R5.L,MB.A34R5,MB.C34R5,2,14945.6223,14976.9423,B34R5,0,RB.A56,117
741,B34R5_1,DCBB.B34L6.L,MB.C34R5,MB.B34L6,3,14976.9423,15014.7323,B34R5,1,RB.A56,118
742,B33L6_0,DCBQ.33L6.L,MB.B34L6,MB.C33L6,3,15014.7323,15052.5223,B33L6,0,RB.A56,119
743,B33L6_1,DCBB.33L6.L,MB.C33L6,MB.A33L6,2,15052.5223,15083.8423,B33L6,1,RB.A56,120
744,B33L6_2,DCBB.B32L6.L,MB.A33L6,MB.B32L6,3,15083.8423,15121.6323,B33L6,2,RB.A56,121
745,B31L6_0,DCBQ.31L6.L,MB.B32L6,MB.C31L6,3,15121.6323,15159.4223,B31L6,0,RB.A56,122
746,B31L6_1,DCBB.31L6.L,MB.C31L6,MB.A31L6,2,15159.4223,15190.7423,B31L6,1,RB.A56,123
747,B31L6_2,DCBB.B30L6.L,MB.A31L6,MB.B30L6,3,15190.7423,15228.5323,B31L6,2,RB.A56,124
748,B29L6_0,DCBQ.29L6.L,MB.B30L6,MB.C29L6,3,15228.5323,15266.3223,B29L6,0,RB.A56,125
749,B29L6_1,DCBB.29L6.L,MB.C29L6,MB.A29L6,2,15266.3223,15297.6423,B29L6,1,RB.A56,126
750,B29L6_2,DCBB.B28L6.L,MB.A29L6,MB.B28L6,3,15297.6423,15335.4323,B29L6,2,RB.A56,127
751,B27L6_0,DCBQ.27L6.L,MB.B28L6,MB.C27L6,3,15335.4323,15373.2223,B27L6,0,RB.A56,128
752,B27L6_1,DCBB.27L6.L,MB.C27L6,MB.A27L6,2,15373.2223,15404.5423,B27L6,1,RB.A56,129
753,B27L6_2,DCBB.A26L6.L,MB.A27L6,MB.B26L6,3,15404.5423,15442.3323,B27L6,2,RB.A56,130
754,B25L6_0,DCBQ.25L6.L,MB.B26L6,MB.C25L6,3,15442.3323,15480.1223,B25L6,0,RB.A56,131
755,B25L6_1,DCBB.25L6.L,MB.C25L6,MB.A25L6,2,15480.1223,15511.4423,B25L6,1,RB.A56,132
756,B25L6_2,DCBB.B24L6.L,MB.A25L6,MB.B24L6,3,15511.4423,15549.2323,B25L6,2,RB.A56,133
757,B23L6_0,DCBQ.23L6.L,MB.B24L6,MB.C23L6,3,15549.2323,15587.0223,B23L6,0,RB.A56,134
758,B23L6_1,DCBB.23L6.L,MB.C23L6,MB.A23L6,2,15587.0223,15618.3423,B23L6,1,RB.A56,135
759,B23L6_2,DCBB.B22L6.L,MB.A23L6,MB.B22L6,3,15618.3423,15656.1323,B23L6,2,RB.A56,136
760,B21L6_0,DCBQ.21L6.L,MB.B22L6,MB.C21L6,3,15656.1323,15693.9223,B21L6,0,RB.A56,137
761,B21L6_1,DCBB.21L6.L,MB.C21L6,MB.A21L6,2,15693.9223,15725.2423,B21L6,1,RB.A56,138
762,B21L6_2,DCBB.B20L6.L,MB.A21L6,MB.B20L6,3,15725.2423,15763.0323,B21L6,2,RB.A56,139
763,B19L6_0,DCBQ.19L6.L,MB.B20L6,MB.C19L6,3,15763.0323,15800.8223,B19L6,0,RB.A56,140
764,B19L6_1,DCBB.19L6.L,MB.C19L6,MB.A19L6,2,15800.8223,15832.1423,B19L6,1,RB.A56,141
765,B19L6_2,DCBB.B18L6.L,MB.A19L6,MB.B18L6,3,15832.1423,15869.9323,B19L6,2,RB.A56,142
766,B17L6_0,DCBQ.17L6.L,MB.B18L6,MB.C17L6,3,15869.9323,15907.7223,B17L6,0,RB.A56,143
767,B17L6_1,DCBB.17L6.L,MB.C17L6,MB.A17L6,2,15907.7223,15939.0423,B17L6,1,RB.A56,144
768,B17L6_2,DCBB.B16L6.L,MB.A17L6,MB.B16L6,3,15939.0423,15976.8323,B17L6,2,RB.A56,145
769,B15L6_0,DCBQ.15L6.L,MB.B16L6,MB.C15L6,3,15976.8323,16014.6223,B15L6,0,RB.A56,146
770,B15L6_1,DCBB.15L6.L,MB.C15L6,MB.A15L6,2,16014.6223,16045.9423,B15L6,1,RB.A56,147
771,B15L6_2,DCBB.B14L6.L,MB.A15L6,MB.B14L6,3,16045.9423,16083.7323,B15L6,2,RB.A56,148
772,B13L6_0,DCBQ.13L6.L,MB.B14L6,MB.C13L6,3,16083.7323,16121.5223,B13L6,0,RB.A56,149
773,B13L6_1,DCBB.13L6.L,MB.C13L6,MB.A13L6,2,16121.5223,16152.8423,B13L6,1,RB.A56,150
774,B13L6_2,DCBB.B12L6.L,MB.A13L6,MB.B12L6,3,16152.8423,16190.6323,B13L6,2,RB.A56,151
775,B11L6_0,DCBE.11L6.L,MB.B12L6,MB.B11L6,4,16190.6323,16242.472,B11L6,0,RB.A56,152
776,B11L6_1,DCBQ.10L6.L,MB.B11L6,MB.B10L6,3,16242.472,16281.537,B11L6,1,RB.A56,153
777,B11L6_2,DCBQ.9L6.L,MB.B10L6,MB.B9L6,3,16281.537,16322.002,B11L6,2,RB.A56,154
778,B9L6_0,DCBQ.8L6.L,MB.B9L6,MB.B8L6,3,16322.002,16361.067,B9L6,0,RB.A56,155
779,B9L6_1,DCBD.5L6.L,MB.B8L6,DFLAS.5L6.6,6,16361.067,16411.142,B9L6,1,RB.A56,156
780,B8R6_0,DCBD.5R6.L,DFLAS.5R6.6,MB.A8R6,3,16922.3023,16931.217,B8R6,0,RB.A67,1
781,B8R6_1,DCBQ.8R6.L,MB.A8R6,MB.A9R6,3,16931.217,16970.282,B8R6,1,RB.A67,2
782,B10R6_0,DCBQ.9R6.L,MB.A9R6,MB.A10R6,3,16970.282,17010.747,B10R6,0,RB.A67,3
783,B10R6_1,DCBQ.10R6.L,MB.A10R6,MB.A11R6,3,17010.747,17049.812,B10R6,1,RB.A67,4
784,B10R6_2,DCBQ.11R6.L,MB.A11R6,MB.A12R6,4,17049.812,17101.6517,B10R6,2,RB.A67,5
785,B12R6_0,DCBB.12R6.L,MB.A12R6,MB.C12R6,2,17101.6517,17132.9717,B12R6,0,RB.A67,6
786,B12R6_1,DCBB.A13R6.L,MB.C12R6,MB.B13R6,3,17132.9717,17170.7617,B12R6,1,RB.A67,7
787,B12R6_2,DCBQ.13R6.L,MB.B13R6,MB.A14R6,3,17170.7617,17208.5517,B12R6,2,RB.A67,8
788,B14R6_0,DCBB.14R6.L,MB.A14R6,MB.C14R6,2,17208.5517,17239.8717,B14R6,0,RB.A67,9
789,B14R6_1,DCBB.A15R6.L,MB.C14R6,MB.B15R6,3,17239.8717,17277.6617,B14R6,1,RB.A67,10
790,B14R6_2,DCBQ.15R6.L,MB.B15R6,MB.A16R6,3,17277.6617,17315.4517,B14R6,2,RB.A67,11
791,B16R6_0,DCBB.16R6.L,MB.A16R6,MB.C16R6,2,17315.4517,17346.7717,B16R6,0,RB.A67,12
792,B16R6_1,DCBB.A17R6.L,MB.C16R6,MB.B17R6,3,17346.7717,17384.5617,B16R6,1,RB.A67,13
793,B16R6_2,DCBQ.17R6.L,MB.B17R6,MB.A18R6,3,17384.5617,17422.3517,B16R6,2,RB.A67,14
794,B18R6_0,DCBB.18R6.L,MB.A18R6,MB.C18R6,2,17422.3517,17453.6717,B18R6,0,RB.A67,15
795,B18R6_1,DCBB.A19R6.L,MB.C18R6,MB.B19R6,3,17453.6717,17491.4617,B18R6,1,RB.A67,16
796,B18R6_2,DCBQ.19R6.L,MB.B19R6,MB.A20R6,3,17491.4617,17529.2517,B18R6,2,RB.A67,17
797,B20R6_0,DCBB.20R6.L,MB.A20R6,MB.C20R6,2,17529.2517,17560.5717,B20R6,0,RB.A67,18
798,B20R6_1,DCBB.A21R6.L,MB.C20R6,MB.B21R6,3,17560.5717,17598.3617,B20R6,1,RB.A67,19
799,B20R6_2,DCBQ.21R6.L,MB.B21R6,MB.A22R6,3,17598.3617,17636.1517,B20R6,2,RB.A67,20
800,B22R6_0,DCBB.22R6.L,MB.A22R6,MB.C22R6,2,17636.1517,17667.4717,B22R6,0,RB.A67,21
801,B22R6_1,DCBB.A23R6.L,MB.C22R6,MB.B23R6,3,17667.4717,17705.2617,B22R6,1,RB.A67,22
802,B22R6_2,DCBQ.23R6.L,MB.B23R6,MB.A24R6,3,17705.2617,17743.0517,B22R6,2,RB.A67,23
803,B24R6_0,DCBB.24R6.L,MB.A24R6,MB.C24R6,2,17743.0517,17774.3717,B24R6,0,RB.A67,24
804,B24R6_1,DCBB.A25R6.L,MB.C24R6,MB.B25R6,3,17774.3717,17812.1617,B24R6,1,RB.A67,25
805,B24R6_2,DCBQ.25R6.L,MB.B25R6,MB.A26R6,3,17812.1617,17849.9517,B24R6,2,RB.A67,26
806,B26R6_0,DCBB.26R6.L,MB.A26R6,MB.C26R6,2,17849.9517,17881.2717,B26R6,0,RB.A67,27
807,B26R6_1,DCBB.A27R6.L,MB.C26R6,MB.B27R6,3,17881.2717,17919.0617,B26R6,1,RB.A67,28
808,B26R6_2,DCBQ.27R6.L,MB.B27R6,MB.A28R6,3,17919.0617,17956.8517,B26R6,2,RB.A67,29
809,B28R6_0,DCBB.28R6.L,MB.A28R6,MB.C28R6,2,17956.8517,17988.1717,B28R6,0,RB.A67,30
810,B28R6_1,DCBB.A29R6.L,MB.C28R6,MB.B29R6,3,17988.1717,18025.9617,B28R6,1,RB.A67,31
811,B28R6_2,DCBQ.29R6.L,MB.B29R6,MB.A30R6,3,18025.9617,18063.7517,B28R6,2,RB.A67,32
812,B30R6_0,DCBB.30R6.L,MB.A30R6,MB.C30R6,2,18063.7517,18095.0717,B30R6,0,RB.A67,33
813,B30R6_1,DCBB.A31R6.L,MB.C30R6,MB.B31R6,3,18095.0717,18132.8617,B30R6,1,RB.A67,34
814,B30R6_2,DCBQ.31R6.L,MB.B31R6,MB.A32R6,3,18132.8617,18170.6517,B30R6,2,RB.A67,35
815,B32R6_0,DCBB.32R6.L,MB.A32R6,MB.C32R6,2,18170.6517,18201.9717,B32R6,0,RB.A67,36
816,B32R6_1,DCBB.A33R6.L,MB.C32R6,MB.B33R6,3,18201.9717,18239.7617,B32R6,1,RB.A67,37
817,B32R6_2,DCBQ.33R6.L,MB.B33R6,MB.A34R6,3,18239.7617,18277.5517,B32R6,2,RB.A67,38
818,B34R6_0,DCBB.34R6.L,MB.A34R6,MB.C34R6,2,18277.5517,18308.8717,B34R6,0,RB.A67,39
819,B34R6_1,DCBB.B34L7.L,MB.C34R6,MB.B34L7,3,18308.8717,18346.6617,B34R6,1,RB.A67,40
820,B34R6_2,DCBQ.33L7.L,MB.B34L7,MB.C33L7,3,18346.6617,18384.4517,B34R6,2,RB.A67,41
821,B33L7_0,DCBB.33L7.L,MB.C33L7,MB.A33L7,2,18384.4517,18415.7717,B33L7,0,RB.A67,42
822,B33L7_1,DCBB.B32L7.L,MB.A33L7,MB.B32L7,3,18415.7717,18453.5617,B33L7,1,RB.A67,43
823,B31L7_0,DCBQ.31L7.L,MB.B32L7,MB.C31L7,3,18453.5617,18491.3517,B31L7,0,RB.A67,44
824,B31L7_1,DCBB.31L7.L,MB.C31L7,MB.A31L7,2,18491.3517,18522.6717,B31L7,1,RB.A67,45
825,B31L7_2,DCBB.B30L7.L,MB.A31L7,MB.B30L7,3,18522.6717,18560.4617,B31L7,2,RB.A67,46
826,B29L7_0,DCBQ.29L7.L,MB.B30L7,MB.C29L7,3,18560.4617,18598.2517,B29L7,0,RB.A67,47
827,B29L7_1,DCBB.29L7.L,MB.C29L7,MB.A29L7,2,18598.2517,18629.5717,B29L7,1,RB.A67,48
828,B29L7_2,DCBB.B28L7.L,MB.A29L7,MB.B28L7,3,18629.5717,18667.3617,B29L7,2,RB.A67,49
829,B27L7_0,DCBQ.27L7.L,MB.B28L7,MB.C27L7,3,18667.3617,18705.1517,B27L7,0,RB.A67,50
830,B27L7_1,DCBB.27L7.L,MB.C27L7,MB.A27L7,2,18705.1517,18736.4717,B27L7,1,RB.A67,51
831,B27L7_2,DCBB.B26L7.L,MB.A27L7,MB.B26L7,3,18736.4717,18774.2617,B27L7,2,RB.A67,52
832,B25L7_0,DCBQ.25L7.L,MB.B26L7,MB.C25L7,3,18774.2617,18812.0517,B25L7,0,RB.A67,53
833,B25L7_1,DCBB.25L7.L,MB.C25L7,MB.A25L7,2,18812.0517,18843.3717,B25L7,1,RB.A67,54
834,B25L7_2,DCBB.B24L7.L,MB.A25L7,MB.B24L7,3,18843.3717,18881.1617,B25L7,2,RB.A67,55
835,B23L7_0,DCBQ.23L7.L,MB.B24L7,MB.C23L7,3,18881.1617,18918.9517,B23L7,0,RB.A67,56
836,B23L7_1,DCBB.23L7.L,MB.C23L7,MB.A23L7,2,18918.9517,18950.2717,B23L7,1,RB.A67,57
837,B23L7_2,DCBB.B22L7.L,MB.A23L7,MB.B22L7,3,18950.2717,18988.0617,B23L7,2,RB.A67,58
838,B21L7_0,DCBQ.21L7.L,MB.B22L7,MB.C21L7,3,18988.0617,19025.8517,B21L7,0,RB.A67,59
839,B21L7_1,DCBB.21L7.L,MB.C21L7,MB.A21L7,2,19025.8517,19057.1717,B21L7,1,RB.A67,60
840,B21L7_2,DCBB.B20L7.L,MB.A21L7,MB.B20L7,3,19057.1717,19094.9617,B21L7,2,RB.A67,61
841,B19L7_0,DCBQ.19L7.L,MB.B20L7,MB.C19L7,3,19094.9617,19132.7517,B19L7,0,RB.A67,62
